customernumber,category,subcategory,interest_count
8354,Finance,Forex,1
8351,Finance,Stock Market,1
8347,Banking,Savings,1
8347,Banking,Account Opening,1
8346,Finance,Forex,1
8345,Finance,Stock Market,1
8344,Finance,Loans,1
8344,Finance,Forex,1
8342,Finance,Forex,1
8341,Finance,Loans,1
8340,Finance,Loans,1
8340,Banking,Transfers,1
8339,Finance,Stock Market,1
8339,Finance,Loans,1
8336,Finance,Stock Market,1
8336,Finance,Loans,1
8335,Banking,Account Opening,1
8332,Finance,Stock Market,1
8330,Finance,Stock Market,1
8329,Banking,Savings,1
8328,Finance,Loans,1
8284,Banking,Account Opening,1
8283,Finance,Stock Market,1
8282,Finance,Loans,1
8243,Banking,Savings,1
8239,Finance,Loans,1
8236,Finance,Loans,1
8235,Finance,Stock Market,1
8234,Finance,Stock Market,1
8233,Finance,Forex,1
8230,Banking,Savings,1
8229,Banking,Savings,1
8228,Finance,Loans,1
8227,Finance,Stock Market,1
8227,Finance,Loans,1
8227,Finance,Forex,1
8226,Finance,Forex,1
8225,Finance,Loans,1
8222,Banking,Account Opening,1
8221,Finance,Loans,1
8217,Finance,Loans,1
8217,Banking,Transfers,1
8215,Finance,Stock Market,1
8215,Finance,Forex,1
8213,Banking,Transfers,1
8212,Finance,Stock Market,1
8211,Finance,Forex,1
8209,Finance,Stock Market,1
8208,Finance,Forex,1
8208,Banking,Savings,1
8206,Finance,Stock Market,1
8206,Finance,Loans,1
8205,Finance,Stock Market,1
8205,Finance,Forex,1
8242,Finance,Stock Market,1
8243,Finance,Forex,1
8281,Finance,Forex,1
8245,Finance,Forex,1
8281,Banking,Savings,1
8280,Banking,Transfers,1
8279,Finance,Forex,1
8278,Finance,Loans,1
8275,Banking,Transfers,1
8275,Banking,Savings,1
8274,Banking,Savings,1
8273,Finance,Stock Market,1
8273,Finance,Forex,1
8271,Finance,Forex,1
8270,Banking,Savings,1
8270,Banking,Account Opening,1
8268,Finance,Forex,1
8267,Finance,Loans,1
8267,Finance,Forex,1
8267,Banking,Account Opening,1
8265,Finance,Loans,1
8263,Finance,Stock Market,1
8263,Finance,Forex,1
8258,Finance,Stock Market,1
8258,Banking,Transfers,1
8257,Finance,Stock Market,1
8257,Banking,Account Opening,1
8256,Banking,Account Opening,1
8255,Finance,Loans,1
8254,Finance,Stock Market,1
8253,Banking,Account Opening,1
8250,Finance,Loans,1
8246,Finance,Stock Market,1
8364,Finance,Stock Market,1
8365,Finance,Stock Market,1
8367,Finance,Forex,1
8467,Finance,Stock Market,1
8465,Banking,Account Opening,1
8464,Finance,Loans,1
8464,Banking,Account Opening,1
8460,Finance,Stock Market,1
8459,Finance,Loans,1
8459,Finance,Forex,1
8459,Banking,Savings,1
8458,Finance,Loans,1
8458,Banking,Account Opening,1
8457,Finance,Stock Market,1
8457,Banking,Transfers,1
8456,Finance,Stock Market,1
8454,Finance,Stock Market,1
8454,Finance,Loans,1
8454,Finance,Forex,1
8452,Banking,Transfers,1
8451,Finance,Loans,1
8451,Finance,Forex,1
8451,Banking,Account Opening,1
8450,Banking,Account Opening,1
8449,Finance,Forex,1
8448,Finance,Forex,1
8447,Banking,Savings,1
8442,Finance,Loans,1
8440,Finance,Stock Market,1
8440,Finance,Loans,1
8437,Finance,Stock Market,1
8437,Finance,Forex,1
8436,Finance,Forex,1
8466,Banking,Savings,1
8468,Banking,Account Opening,1
8434,Finance,Stock Market,1
8469,Banking,Account Opening,1
8497,Finance,Stock Market,1
8496,Finance,Stock Market,1
8495,Finance,Stock Market,1
8494,Finance,Stock Market,1
8493,Banking,Account Opening,1
8492,Finance,Stock Market,1
8492,Banking,Transfers,1
8489,Finance,Loans,1
8487,Finance,Forex,1
8484,Banking,Savings,1
8482,Banking,Transfers,1
8481,Banking,Savings,1
8480,Finance,Loans,1
8480,Banking,Savings,1
8479,Finance,Loans,1
8477,Finance,Loans,1
8477,Finance,Forex,1
8476,Finance,Forex,1
8475,Finance,Loans,1
8475,Finance,Forex,1
8475,Banking,Transfers,1
8474,Finance,Loans,1
8474,Finance,Forex,1
8473,Finance,Stock Market,1
8472,Finance,Forex,1
8471,Finance,Stock Market,1
8471,Banking,Account Opening,1
8470,Finance,Forex,1
8469,Finance,Stock Market,1
8435,Finance,Loans,1
8434,Banking,Savings,1
8367,Finance,Stock Market,1
8399,Finance,Loans,1
8397,Finance,Stock Market,1
8396,Finance,Loans,1
8396,Finance,Forex,1
8395,Banking,Account Opening,1
8393,Finance,Stock Market,1
8393,Banking,Transfers,1
8390,Finance,Loans,1
8389,Finance,Loans,1
8386,Finance,Forex,1
8385,Finance,Forex,1
8384,Banking,Transfers,1
8383,Banking,Transfers,1
8381,Finance,Stock Market,1
8380,Finance,Loans,1
8379,Finance,Loans,1
8377,Finance,Forex,1
8377,Banking,Transfers,1
8376,Finance,Stock Market,1
8375,Finance,Loans,1
8373,Finance,Forex,1
8372,Finance,Forex,1
8371,Finance,Stock Market,1
8371,Finance,Loans,1
8371,Finance,Forex,1
8371,Banking,Transfers,1
8371,Banking,Account Opening,1
8370,Banking,Savings,1
8368,Finance,Forex,1
8368,Banking,Account Opening,1
8398,Finance,Loans,1
8401,Finance,Loans,1
8433,Finance,Forex,1
8401,Finance,Stock Market,1
8432,Finance,Loans,1
8429,Finance,Forex,1
8429,Banking,Transfers,1
8428,Finance,Stock Market,1
8428,Finance,Loans,1
8428,Finance,Forex,1
8427,Finance,Forex,1
8426,Finance,Loans,1
8424,Finance,Loans,1
8424,Banking,Account Opening,1
8423,Finance,Loans,1
8421,Finance,Stock Market,1
8421,Finance,Loans,1
8418,Finance,Loans,1
8418,Banking,Savings,1
8416,Finance,Stock Market,1
8416,Finance,Loans,1
8414,Finance,Forex,1
8414,Banking,Savings,1
8412,Finance,Stock Market,1
8412,Finance,Loans,1
8412,Banking,Savings,1
8411,Finance,Forex,1
8410,Finance,Forex,1
8409,Finance,Forex,1
8407,Finance,Stock Market,1
8404,Banking,Savings,1
8402,Finance,Loans,1
8402,Finance,Forex,1
5773,Finance,Forex,1
5510,Banking,Account Opening,1
5768,Finance,Loans,1
2542,Banking,Account Opening,1
2561,Finance,Loans,1
2560,Finance,Stock Market,1
2557,Finance,Loans,1
2557,Finance,Forex,1
2557,Banking,Transfers,1
2556,Finance,Stock Market,1
2554,Banking,Account Opening,1
2552,Finance,Loans,1
2549,Banking,Account Opening,1
2547,Banking,Account Opening,1
2544,Finance,Stock Market,1
2544,Finance,Forex,1
2543,Finance,Forex,1
2542,Banking,Savings,1
2541,Finance,Forex,1
2602,Finance,Stock Market,1
2540,Finance,Stock Market,1
2540,Finance,Forex,1
2539,Finance,Loans,1
2539,Finance,Forex,1
2539,Banking,Account Opening,1
2538,Banking,Transfers,1
2536,Finance,Stock Market,1
2535,Finance,Loans,1
2534,Finance,Stock Market,1
2534,Finance,Forex,1
2533,Finance,Loans,1
2533,Banking,Savings,1
2532,Finance,Forex,1
2531,Finance,Loans,1
2562,Finance,Stock Market,1
2563,Banking,Transfers,1
2563,Finance,Loans,1
2567,Banking,Account Opening,1
2599,Finance,Loans,1
2598,Finance,Stock Market,1
2596,Finance,Stock Market,1
2596,Banking,Transfers,1
2594,Finance,Stock Market,1
2594,Finance,Loans,1
2594,Banking,Account Opening,1
2593,Banking,Account Opening,1
2591,Finance,Loans,1
2588,Finance,Stock Market,1
2588,Banking,Transfers,1
2588,Banking,Savings,1
2587,Finance,Stock Market,1
2587,Banking,Savings,1
2586,Finance,Forex,1
2582,Finance,Forex,1
2582,Banking,Account Opening,1
2581,Finance,Loans,1
2580,Finance,Stock Market,1
2580,Finance,Loans,1
2579,Finance,Forex,1
2578,Finance,Forex,1
2577,Finance,Loans,1
2573,Finance,Loans,1
2572,Finance,Loans,1
2571,Finance,Stock Market,1
2570,Banking,Savings,1
2569,Banking,Transfers,1
2568,Finance,Loans,1
2530,Finance,Stock Market,1
2530,Finance,Loans,1
2529,Finance,Loans,1
2492,Banking,Transfers,1
2490,Finance,Stock Market,1
2487,Finance,Forex,1
2484,Finance,Loans,1
2483,Finance,Loans,1
2483,Finance,Forex,1
2483,Banking,Account Opening,1
2481,Finance,Stock Market,1
2481,Banking,Savings,1
2478,Finance,Loans,1
2475,Finance,Stock Market,1
2472,Finance,Loans,1
2471,Finance,Loans,1
2471,Finance,Forex,1
2470,Finance,Forex,1
2468,Finance,Forex,1
2465,Finance,Stock Market,1
2464,Finance,Stock Market,1
2464,Finance,Loans,1
2463,Finance,Stock Market,1
2463,Banking,Transfers,1
2462,Finance,Forex,1
2462,Banking,Savings,1
2460,Finance,Stock Market,1
2460,Finance,Forex,1
2460,Banking,Savings,1
2459,Finance,Loans,1
2459,Finance,Forex,1
2459,Banking,Account Opening,1
2458,Finance,Stock Market,1
2491,Finance,Loans,1
2492,Finance,Stock Market,1
2528,Finance,Loans,1
2493,Finance,Loans,1
2527,Finance,Stock Market,1
2523,Finance,Forex,1
2522,Finance,Stock Market,1
2521,Finance,Stock Market,1
2521,Banking,Account Opening,1
2520,Finance,Loans,1
2519,Finance,Stock Market,1
2519,Finance,Loans,1
2518,Banking,Savings,1
2517,Finance,Forex,1
2515,Finance,Stock Market,1
2514,Finance,Stock Market,1
2513,Finance,Forex,1
2512,Finance,Loans,1
2511,Finance,Forex,1
2510,Banking,Savings,1
2509,Banking,Account Opening,1
2507,Finance,Loans,1
2507,Finance,Forex,1
2505,Banking,Savings,1
2504,Finance,Stock Market,1
2503,Banking,Transfers,1
2502,Banking,Savings,1
2502,Banking,Account Opening,1
2499,Finance,Loans,1
2497,Banking,Transfers,1
2496,Finance,Forex,1
2496,Banking,Account Opening,1
2494,Finance,Loans,1
2600,Finance,Stock Market,1
2603,Finance,Forex,1
2189,Finance,Forex,1
2685,Finance,Stock Market,1
2700,Finance,Loans,1
2697,Finance,Stock Market,1
2697,Finance,Forex,1
2696,Finance,Forex,1
2696,Banking,Account Opening,1
2695,Banking,Transfers,1
2694,Finance,Forex,1
2693,Finance,Loans,1
2692,Finance,Loans,1
2691,Finance,Forex,1
2689,Finance,Loans,1
2688,Finance,Loans,1
2686,Finance,Forex,1
2686,Banking,Account Opening,1
2684,Finance,Forex,1
2603,Finance,Stock Market,1
2684,Banking,Account Opening,1
2683,Finance,Forex,1
2682,Finance,Stock Market,1
2682,Banking,Savings,1
2681,Finance,Stock Market,1
2681,Finance,Forex,1
2677,Banking,Account Opening,1
2673,Finance,Loans,1
2673,Finance,Forex,1
2672,Finance,Stock Market,1
2670,Finance,Stock Market,1
2669,Finance,Stock Market,1
2669,Banking,Account Opening,1
2668,Finance,Stock Market,1
2701,Finance,Forex,1
2702,Finance,Loans,1
2704,Finance,Forex,1
2704,Finance,Stock Market,1
2727,Finance,Forex,1
2726,Finance,Forex,1
2725,Finance,Loans,1
2725,Banking,Account Opening,1
2724,Finance,Stock Market,1
2724,Finance,Loans,1
2723,Finance,Forex,1
2723,Banking,Savings,1
2722,Finance,Loans,1
2721,Banking,Transfers,1
2720,Finance,Forex,1
2720,Banking,Savings,1
2717,Finance,Stock Market,1
2717,Finance,Loans,1
2716,Finance,Stock Market,1
2716,Banking,Transfers,1
2714,Finance,Loans,1
2714,Finance,Forex,1
2711,Finance,Loans,1
2711,Banking,Transfers,1
2710,Finance,Stock Market,1
2710,Finance,Forex,1
2709,Finance,Stock Market,1
2708,Finance,Stock Market,1
2708,Finance,Loans,1
2708,Finance,Forex,1
2707,Finance,Loans,1
2707,Banking,Account Opening,1
2706,Finance,Stock Market,1
2667,Finance,Stock Market,1
2666,Finance,Stock Market,1
2666,Finance,Forex,1
2637,Finance,Loans,1
2634,Banking,Savings,1
2632,Banking,Savings,1
2631,Finance,Loans,1
2630,Finance,Loans,1
2630,Banking,Transfers,1
2629,Finance,Loans,1
2628,Finance,Stock Market,1
2628,Finance,Loans,1
2626,Finance,Stock Market,1
2625,Finance,Stock Market,1
2625,Finance,Forex,1
2624,Finance,Forex,1
2623,Finance,Forex,1
2621,Finance,Stock Market,1
2619,Finance,Stock Market,1
2619,Finance,Loans,1
2618,Banking,Transfers,1
2617,Finance,Stock Market,1
2617,Banking,Transfers,1
2617,Banking,Account Opening,1
2615,Finance,Loans,1
2615,Banking,Savings,1
2614,Banking,Savings,1
2612,Finance,Forex,1
2611,Finance,Forex,1
2609,Finance,Loans,1
2607,Banking,Account Opening,1
2606,Finance,Forex,1
2604,Finance,Loans,1
2634,Finance,Stock Market,1
2638,Finance,Forex,1
2666,Banking,Transfers,1
2639,Finance,Forex,1
2664,Finance,Stock Market,1
2664,Finance,Forex,1
2663,Finance,Stock Market,1
2662,Finance,Stock Market,1
2662,Finance,Loans,1
2662,Banking,Savings,1
2662,Banking,Account Opening,1
2660,Finance,Stock Market,1
2659,Finance,Loans,1
2657,Banking,Savings,1
2656,Finance,Stock Market,1
2655,Banking,Savings,1
2654,Finance,Stock Market,1
2654,Finance,Forex,1
2652,Finance,Stock Market,1
2651,Finance,Loans,1
2651,Finance,Forex,1
2649,Finance,Loans,1
2649,Banking,Savings,1
2648,Finance,Stock Market,1
2647,Banking,Transfers,1
2646,Banking,Account Opening,1
2644,Finance,Stock Market,1
2644,Finance,Forex,1
2643,Finance,Loans,1
2642,Finance,Stock Market,1
2641,Banking,Account Opening,1
2640,Banking,Transfers,1
2640,Banking,Savings,1
2455,Finance,Loans,1
2455,Banking,Transfers,1
2454,Finance,Loans,1
2281,Finance,Stock Market,1
2301,Finance,Forex,1
2300,Finance,Loans,1
2299,Banking,Savings,1
2297,Finance,Loans,1
2296,Finance,Forex,1
2295,Finance,Stock Market,1
2292,Finance,Stock Market,1
2291,Finance,Stock Market,1
2291,Finance,Loans,1
2288,Finance,Loans,1
2284,Finance,Loans,1
2284,Finance,Forex,1
2282,Finance,Stock Market,1
2282,Finance,Forex,1
2281,Banking,Savings,1
2453,Finance,Stock Market,1
2280,Banking,Account Opening,1
2279,Finance,Stock Market,1
2279,Finance,Forex,1
2279,Banking,Savings,1
2277,Finance,Forex,1
2275,Finance,Stock Market,1
2275,Finance,Loans,1
2273,Finance,Loans,1
2273,Banking,Transfers,1
2272,Finance,Forex,1
2271,Finance,Stock Market,1
2270,Finance,Forex,1
2270,Banking,Account Opening,1
2268,Finance,Loans,1
2301,Finance,Stock Market,1
2303,Banking,Account Opening,1
2303,Finance,Stock Market,1
2304,Finance,Forex,1
2329,Banking,Account Opening,1
2328,Finance,Forex,1
2327,Finance,Loans,1
2327,Finance,Forex,1
2327,Banking,Transfers,1
2326,Finance,Forex,1
2325,Finance,Stock Market,1
2324,Finance,Stock Market,1
2324,Finance,Forex,1
2324,Banking,Transfers,1
2323,Finance,Loans,1
2323,Banking,Transfers,1
2322,Banking,Account Opening,1
2321,Banking,Savings,1
2320,Finance,Loans,1
2318,Finance,Loans,1
2318,Banking,Savings,1
2317,Finance,Stock Market,1
2317,Finance,Loans,1
2316,Finance,Forex,1
2314,Banking,Savings,1
2313,Finance,Stock Market,1
2313,Finance,Loans,1
2313,Banking,Savings,1
2311,Banking,Account Opening,1
2308,Finance,Loans,1
2308,Finance,Forex,1
2306,Banking,Savings,1
2305,Finance,Stock Market,1
2268,Banking,Account Opening,1
2266,Finance,Loans,1
2266,Finance,Forex,1
2229,Banking,Account Opening,1
2227,Finance,Stock Market,1
2226,Finance,Loans,1
2225,Finance,Forex,1
2224,Banking,Savings,1
2223,Finance,Loans,1
2221,Finance,Stock Market,1
2220,Finance,Loans,1
2220,Banking,Account Opening,1
2219,Finance,Forex,1
2215,Finance,Loans,1
2213,Finance,Loans,1
2212,Finance,Loans,1
2212,Banking,Savings,1
2210,Finance,Stock Market,1
2210,Finance,Loans,1
2210,Finance,Forex,1
2209,Finance,Stock Market,1
2208,Banking,Transfers,1
2205,Finance,Loans,1
2205,Banking,Transfers,1
2203,Finance,Stock Market,1
2201,Finance,Loans,1
2196,Banking,Transfers,1
2194,Banking,Transfers,1
2193,Finance,Stock Market,1
2193,Finance,Loans,1
2192,Finance,Loans,1
2192,Banking,Savings,1
2191,Finance,Forex,1
2228,Finance,Loans,1
2229,Banking,Savings,1
2264,Finance,Loans,1
2231,Finance,Loans,1
2261,Finance,Loans,1
2260,Finance,Stock Market,1
2259,Finance,Stock Market,1
2259,Finance,Forex,1
2258,Finance,Loans,1
2257,Banking,Savings,1
2256,Finance,Forex,1
2255,Banking,Transfers,1
2254,Finance,Forex,1
2252,Finance,Stock Market,1
2251,Finance,Loans,1
2249,Banking,Account Opening,1
2248,Finance,Forex,1
2247,Banking,Savings,1
2246,Finance,Forex,1
2242,Finance,Loans,1
2242,Banking,Account Opening,1
2241,Finance,Forex,1
2240,Finance,Stock Market,1
2240,Finance,Forex,1
2240,Banking,Transfers,1
2237,Finance,Forex,1
2236,Finance,Stock Market,1
2236,Finance,Forex,1
2235,Finance,Loans,1
2235,Finance,Forex,1
2234,Banking,Account Opening,1
2233,Finance,Stock Market,1
2232,Finance,Forex,1
2329,Finance,Forex,1
2330,Finance,Loans,1
2332,Finance,Loans,1
2417,Finance,Loans,1
2417,Banking,Transfers,1
2415,Finance,Forex,1
2413,Finance,Loans,1
2412,Finance,Loans,1
2411,Finance,Loans,1
2411,Finance,Forex,1
2410,Finance,Loans,1
2410,Banking,Account Opening,1
2409,Finance,Stock Market,1
2408,Finance,Stock Market,1
2404,Finance,Forex,1
2403,Banking,Savings,1
2402,Banking,Account Opening,1
2401,Finance,Stock Market,1
2399,Finance,Stock Market,1
2396,Finance,Loans,1
2395,Finance,Loans,1
2394,Finance,Stock Market,1
2392,Banking,Transfers,1
2391,Banking,Transfers,1
2391,Banking,Savings,1
2390,Finance,Forex,1
2389,Finance,Stock Market,1
2387,Finance,Stock Market,1
2387,Finance,Loans,1
2386,Finance,Forex,1
2386,Banking,Transfers,1
2385,Finance,Stock Market,1
2384,Finance,Loans,1
2417,Finance,Forex,1
2418,Banking,Savings,1
2383,Banking,Savings,1
2419,Finance,Loans,1
2453,Finance,Loans,1
2452,Banking,Transfers,1
2452,Banking,Savings,1
2447,Finance,Loans,1
2445,Finance,Loans,1
2445,Banking,Account Opening,1
2444,Finance,Loans,1
2443,Finance,Loans,1
2440,Banking,Savings,1
2440,Banking,Account Opening,1
2438,Finance,Loans,1
2435,Finance,Loans,1
2434,Finance,Loans,1
2433,Finance,Loans,1
2432,Finance,Stock Market,1
2430,Finance,Stock Market,1
2429,Finance,Loans,1
2429,Banking,Transfers,1
2429,Banking,Account Opening,1
2428,Finance,Loans,1
2427,Finance,Stock Market,1
2425,Finance,Stock Market,1
2423,Finance,Forex,1
2423,Banking,Savings,1
2422,Finance,Stock Market,1
2422,Finance,Forex,1
2422,Banking,Account Opening,1
2421,Finance,Loans,1
2421,Finance,Forex,1
2384,Finance,Forex,1
2382,Finance,Stock Market,1
2332,Finance,Stock Market,1
2353,Finance,Loans,1
2352,Banking,Account Opening,1
2351,Banking,Savings,1
2350,Finance,Loans,1
2349,Finance,Loans,1
2348,Banking,Transfers,1
2347,Finance,Stock Market,1
2346,Finance,Loans,1
2345,Finance,Stock Market,1
2345,Finance,Loans,1
2345,Finance,Forex,1
2344,Finance,Loans,1
2344,Finance,Forex,1
2343,Banking,Savings,1
2343,Banking,Account Opening,1
2342,Finance,Loans,1
2342,Finance,Forex,1
2340,Finance,Loans,1
2340,Finance,Forex,1
2339,Finance,Loans,1
2339,Banking,Savings,1
2338,Finance,Stock Market,1
2337,Finance,Loans,1
2337,Finance,Forex,1
2336,Finance,Loans,1
2336,Finance,Forex,1
2335,Banking,Savings,1
2335,Banking,Account Opening,1
2334,Banking,Savings,1
2333,Finance,Loans,1
2352,Finance,Loans,1
2355,Finance,Forex,1
2381,Banking,Account Opening,1
2356,Banking,Account Opening,1
2380,Finance,Loans,1
2380,Banking,Account Opening,1
2379,Banking,Transfers,1
2378,Banking,Account Opening,1
2377,Finance,Loans,1
2377,Finance,Forex,1
2377,Banking,Transfers,1
2373,Finance,Stock Market,1
2372,Finance,Stock Market,1
2370,Finance,Loans,1
2370,Finance,Forex,1
2370,Banking,Savings,1
2369,Finance,Forex,1
2368,Finance,Loans,1
2368,Finance,Forex,1
2366,Finance,Stock Market,1
2366,Banking,Savings,1
2366,Banking,Account Opening,1
2365,Finance,Forex,1
2364,Finance,Stock Market,1
2364,Finance,Loans,1
2363,Finance,Stock Market,1
2363,Finance,Loans,1
2363,Banking,Transfers,1
2360,Finance,Forex,1
2360,Banking,Savings,1
2358,Finance,Stock Market,1
2357,Finance,Forex,1
2356,Finance,Forex,1
2728,Finance,Forex,1
2732,Banking,Savings,1
2732,Finance,Loans,1
3134,Banking,Account Opening,1
3150,Finance,Stock Market,1
3150,Banking,Account Opening,1
3149,Finance,Loans,1
3149,Finance,Forex,1
3147,Finance,Stock Market,1
3146,Finance,Loans,1
3144,Finance,Loans,1
3141,Finance,Forex,1
3141,Banking,Savings,1
3140,Finance,Loans,1
3139,Finance,Forex,1
3139,Banking,Savings,1
3135,Finance,Loans,1
3134,Finance,Forex,1
3133,Finance,Loans,1
3036,Banking,Transfers,1
3133,Finance,Forex,1
3130,Finance,Forex,1
3128,Finance,Forex,1
3126,Finance,Stock Market,1
3125,Finance,Loans,1
3124,Banking,Transfers,1
3123,Banking,Account Opening,1
3122,Finance,Stock Market,1
3122,Finance,Forex,1
3121,Banking,Savings,1
3119,Finance,Stock Market,1
3117,Finance,Stock Market,1
3117,Finance,Loans,1
3117,Finance,Forex,1
3154,Finance,Forex,1
3154,Finance,Loans,1
3155,Banking,Savings,1
3155,Finance,Loans,1
3192,Finance,Forex,1
3191,Finance,Loans,1
3191,Banking,Account Opening,1
3188,Banking,Transfers,1
3188,Banking,Savings,1
3187,Finance,Stock Market,1
3187,Banking,Account Opening,1
3186,Finance,Forex,1
3185,Finance,Stock Market,1
3182,Finance,Stock Market,1
3180,Finance,Stock Market,1
3179,Banking,Account Opening,1
3178,Banking,Transfers,1
3176,Finance,Stock Market,1
3176,Finance,Loans,1
3175,Finance,Forex,1
3174,Banking,Account Opening,1
3173,Finance,Forex,1
3172,Finance,Loans,1
3170,Banking,Account Opening,1
3168,Finance,Forex,1
3166,Finance,Stock Market,1
3166,Finance,Loans,1
3166,Finance,Forex,1
3163,Finance,Stock Market,1
3160,Finance,Loans,1
3158,Banking,Savings,1
3157,Finance,Forex,1
3156,Banking,Transfers,1
3115,Banking,Savings,1
3113,Finance,Stock Market,1
3112,Finance,Stock Market,1
3074,Finance,Loans,1
3071,Finance,Forex,1
3070,Banking,Savings,1
3070,Banking,Account Opening,1
3069,Finance,Stock Market,1
3066,Finance,Loans,1
3066,Finance,Forex,1
3065,Banking,Account Opening,1
3064,Finance,Forex,1
3063,Banking,Account Opening,1
3061,Finance,Loans,1
3061,Finance,Forex,1
3060,Finance,Loans,1
3059,Finance,Stock Market,1
3059,Finance,Loans,1
3057,Banking,Savings,1
3055,Finance,Forex,1
3054,Banking,Account Opening,1
3053,Banking,Savings,1
3053,Banking,Account Opening,1
3052,Finance,Loans,1
3049,Finance,Loans,1
3048,Finance,Loans,1
3045,Banking,Savings,1
3044,Finance,Loans,1
3043,Banking,Savings,1
3042,Banking,Account Opening,1
3039,Finance,Forex,1
3038,Finance,Loans,1
3038,Finance,Forex,1
3071,Finance,Stock Market,1
3076,Finance,Stock Market,1
3112,Banking,Account Opening,1
3078,Finance,Loans,1
3110,Finance,Forex,1
3110,Banking,Savings,1
3109,Finance,Loans,1
3106,Finance,Loans,1
3105,Finance,Loans,1
3105,Finance,Forex,1
3104,Banking,Transfers,1
3104,Banking,Savings,1
3103,Finance,Stock Market,1
3103,Finance,Forex,1
3103,Banking,Savings,1
3102,Finance,Stock Market,1
3100,Banking,Transfers,1
3098,Finance,Stock Market,1
3096,Banking,Savings,1
3095,Finance,Forex,1
3093,Banking,Account Opening,1
3092,Finance,Forex,1
3092,Banking,Account Opening,1
3089,Finance,Loans,1
3087,Finance,Stock Market,1
3087,Finance,Forex,1
3086,Finance,Forex,1
3085,Finance,Loans,1
3083,Finance,Forex,1
3081,Finance,Stock Market,1
3081,Finance,Forex,1
3081,Banking,Savings,1
3079,Banking,Savings,1
3194,Finance,Stock Market,1
3197,Finance,Stock Market,1
3200,Banking,Account Opening,1
3314,Finance,Stock Market,1
3310,Finance,Forex,1
3309,Banking,Account Opening,1
3307,Finance,Stock Market,1
3307,Finance,Loans,1
3306,Finance,Loans,1
3305,Finance,Stock Market,1
3305,Finance,Loans,1
3303,Banking,Savings,1
3302,Finance,Stock Market,1
3302,Banking,Transfers,1
3302,Banking,Savings,1
3301,Banking,Transfers,1
3300,Finance,Forex,1
3300,Banking,Account Opening,1
3296,Finance,Loans,1
3291,Banking,Transfers,1
3290,Finance,Stock Market,1
3290,Banking,Account Opening,1
3288,Finance,Loans,1
3288,Finance,Forex,1
3287,Finance,Loans,1
3287,Banking,Savings,1
3285,Banking,Transfers,1
3283,Finance,Loans,1
3282,Banking,Savings,1
3281,Finance,Forex,1
3278,Finance,Forex,1
3276,Finance,Loans,1
3272,Banking,Savings,1
3311,Finance,Stock Market,1
3317,Banking,Account Opening,1
3270,Finance,Loans,1
3317,Finance,Forex,1
3348,Banking,Account Opening,1
3347,Finance,Loans,1
3347,Finance,Forex,1
3345,Finance,Stock Market,1
3344,Finance,Loans,1
3344,Finance,Forex,1
3340,Finance,Stock Market,1
3340,Finance,Loans,1
3340,Finance,Forex,1
3338,Finance,Stock Market,1
3338,Banking,Account Opening,1
3337,Finance,Stock Market,1
3337,Finance,Forex,1
3336,Banking,Savings,1
3335,Finance,Loans,1
3335,Finance,Forex,1
3335,Banking,Account Opening,1
3332,Finance,Forex,1
3331,Banking,Account Opening,1
3330,Finance,Loans,1
3328,Finance,Stock Market,1
3326,Finance,Forex,1
3325,Banking,Account Opening,1
3323,Banking,Account Opening,1
3320,Finance,Stock Market,1
3319,Finance,Stock Market,1
3319,Finance,Forex,1
3318,Finance,Forex,1
3317,Finance,Stock Market,1
3271,Finance,Forex,1
3269,Banking,Account Opening,1
3200,Finance,Forex,1
3232,Banking,Savings,1
3230,Finance,Stock Market,1
3230,Banking,Account Opening,1
3229,Finance,Stock Market,1
3229,Finance,Forex,1
3228,Finance,Loans,1
3228,Finance,Forex,1
3228,Banking,Transfers,1
3225,Finance,Stock Market,1
3225,Finance,Loans,1
3225,Finance,Forex,1
3223,Finance,Loans,1
3220,Finance,Stock Market,1
3220,Banking,Transfers,1
3218,Finance,Stock Market,1
3217,Finance,Stock Market,1
3216,Finance,Loans,1
3214,Banking,Account Opening,1
3212,Finance,Forex,1
3209,Finance,Stock Market,1
3208,Finance,Loans,1
3208,Finance,Forex,1
3208,Banking,Savings,1
3207,Finance,Loans,1
3205,Banking,Transfers,1
3204,Finance,Forex,1
3204,Banking,Account Opening,1
3203,Banking,Transfers,1
3202,Finance,Loans,1
3201,Finance,Forex,1
3231,Finance,Stock Market,1
3234,Banking,Transfers,1
3267,Banking,Savings,1
3234,Finance,Forex,1
3265,Finance,Loans,1
3265,Finance,Forex,1
3265,Banking,Transfers,1
3264,Finance,Loans,1
3260,Finance,Loans,1
3259,Finance,Stock Market,1
3259,Finance,Loans,1
3258,Finance,Forex,1
3258,Banking,Account Opening,1
3255,Banking,Savings,1
3254,Finance,Forex,1
3249,Finance,Forex,1
3249,Banking,Transfers,1
3248,Finance,Stock Market,1
3248,Banking,Savings,1
3247,Finance,Loans,1
3245,Finance,Loans,1
3245,Finance,Forex,1
3245,Banking,Account Opening,1
3244,Finance,Stock Market,1
3243,Finance,Stock Market,1
3242,Finance,Forex,1
3241,Finance,Stock Market,1
3240,Finance,Stock Market,1
3240,Banking,Account Opening,1
3237,Finance,Stock Market,1
3235,Finance,Loans,1
3235,Banking,Transfers,1
3234,Finance,Stock Market,1
3037,Banking,Savings,1
3035,Banking,Savings,1
