customernumber,Top Categories,Total Interactions
5847,"[['Finance', 'Loans']]",1
5848,"[['Banking', 'Savings']]",1
5849,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5851,"[['Finance', 'Stock Market']]",1
5853,"[['Finance', 'Stock Market']]",1
5854,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
5856,"[['Finance', 'Stock Market']]",1
5857,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
5858,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5860,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5861,"[['Finance', 'Stock Market']]",1
5862,"[['Finance', 'Loans']]",1
5864,"[['Finance', 'Forex'], ['Banking', 'Savings'], ['Finance', 'Loans']]",4
5865,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5869,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5870,"[['Finance', 'Stock Market']]",1
5872,"[['Finance', 'Forex']]",1
5875,"[['Finance', 'Forex'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",4
5876,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5882,"[['Finance', 'Loans']]",1
5884,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
5885,"[['Finance', 'Loans']]",1
5886,"[['Finance', 'Loans']]",1
5888,"[['Finance', 'Loans']]",1
5889,"[['Banking', 'Account Opening']]",1
5890,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
5892,"[['Banking', 'Transfers']]",1
5895,"[['Finance', 'Loans']]",1
5897,"[['Finance', 'Loans']]",1
5898,"[['Finance', 'Stock Market']]",1
5899,"[['Banking', 'Transfers']]",1
5902,"[['Banking', 'Transfers']]",1
5903,"[['Finance', 'Stock Market']]",1
5905,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5906,"[['Finance', 'Loans']]",2
5910,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
5912,"[['Banking', 'Savings']]",1
5915,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5916,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
5917,"[['Finance', 'Stock Market'], ['Finance', 'Forex']]",3
5918,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
5919,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
5922,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
5924,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
5926,"[['Finance', 'Stock Market']]",1
5927,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",3
5928,"[['Finance', 'Forex']]",1
5929,"[['Finance', 'Forex']]",1
5930,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5931,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5933,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5934,"[['Banking', 'Account Opening']]",1
5935,"[['Finance', 'Forex']]",1
5936,"[['Finance', 'Stock Market']]",1
5937,"[['Finance', 'Forex']]",3
5938,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5940,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5941,"[['Finance', 'Stock Market']]",1
5943,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5945,"[['Finance', 'Forex']]",2
5947,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
5948,"[['Banking', 'Transfers']]",1
5950,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
5951,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
5952,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
5954,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5955,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
5956,"[['Finance', 'Forex']]",2
5958,"[['Finance', 'Forex']]",1
5960,"[['Banking', 'Transfers']]",1
5961,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
5962,"[['Finance', 'Forex']]",2
5963,"[['Finance', 'Loans']]",1
5965,"[['Banking', 'Account Opening']]",1
5967,"[['Finance', 'Stock Market']]",1
5968,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening'], ['Banking', 'Savings']]",4
5971,"[['Finance', 'Loans']]",2
5972,"[['Finance', 'Stock Market']]",1
5974,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5975,"[['Finance', 'Loans']]",1
5976,"[['Banking', 'Transfers']]",1
5980,"[['Finance', 'Stock Market']]",1
5981,"[['Finance', 'Stock Market']]",1
5983,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5984,"[['Finance', 'Forex']]",1
5988,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5992,"[['Finance', 'Loans']]",1
5993,"[['Finance', 'Stock Market']]",1
5994,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5995,"[['Finance', 'Stock Market']]",1
5996,"[['Finance', 'Loans']]",1
6000,"[['Finance', 'Forex']]",1
6002,"[['Banking', 'Transfers'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6003,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6004,"[['Finance', 'Loans']]",2
6005,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6006,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
6007,"[['Finance', 'Stock Market']]",1
6008,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
6009,"[['Banking', 'Transfers']]",1
6010,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",3
6011,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6012,"[['Finance', 'Stock Market']]",1
6015,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6016,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6017,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6018,"[['Finance', 'Stock Market']]",1
6019,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6020,"[['Banking', 'Savings']]",1
6021,"[['Finance', 'Forex']]",1
6023,"[['Finance', 'Forex']]",1
6024,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6025,"[['Finance', 'Loans']]",1
6027,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
6029,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6032,"[['Finance', 'Stock Market']]",1
6035,"[['Finance', 'Stock Market']]",2
6036,"[['Finance', 'Stock Market']]",1
6037,"[['Finance', 'Loans']]",1
6038,"[['Banking', 'Savings']]",1
6040,"[['Finance', 'Stock Market']]",1
6042,"[['Banking', 'Account Opening']]",1
6044,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6045,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6047,"[['Banking', 'Account Opening']]",1
6049,"[['Finance', 'Stock Market']]",1
6050,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening'], ['Banking', 'Transfers']]",4
6052,"[['Finance', 'Loans']]",1
6054,"[['Banking', 'Savings'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
6055,"[['Finance', 'Stock Market']]",1
6056,"[['Finance', 'Forex']]",1
6057,"[['Finance', 'Stock Market']]",1
6060,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6061,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6062,"[['Finance', 'Stock Market']]",1
6064,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6065,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
6066,"[['Finance', 'Forex']]",1
6067,"[['Finance', 'Stock Market']]",1
6068,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6069,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6070,"[['Banking', 'Savings']]",1
6071,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
6072,"[['Banking', 'Savings']]",1
6074,"[['Finance', 'Stock Market']]",2
6076,"[['Finance', 'Loans']]",1
6077,"[['Banking', 'Savings']]",1
6079,"[['Finance', 'Stock Market']]",1
6080,"[['Finance', 'Forex']]",1
6081,"[['Finance', 'Stock Market'], ['Finance', 'Forex']]",3
6082,"[['Banking', 'Transfers']]",1
6083,"[['Banking', 'Savings']]",1
6084,"[['Banking', 'Account Opening']]",1
6085,"[['Finance', 'Loans']]",1
6086,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6087,"[['Banking', 'Savings']]",1
6088,"[['Finance', 'Forex']]",1
6090,"[['Finance', 'Stock Market']]",1
6091,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
6092,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
6093,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
6094,"[['Banking', 'Transfers']]",1
6095,"[['Finance', 'Forex']]",1
6097,"[['Finance', 'Loans']]",2
6098,"[['Banking', 'Transfers']]",1
6099,"[['Finance', 'Loans']]",1
6100,"[['Finance', 'Loans']]",3
6101,"[['Banking', 'Account Opening']]",2
6102,"[['Finance', 'Stock Market']]",1
6104,"[['Finance', 'Forex']]",1
6105,"[['Banking', 'Savings']]",1
6107,"[['Finance', 'Stock Market']]",1
6108,"[['Finance', 'Stock Market']]",2
6109,"[['Finance', 'Stock Market'], ['Banking', 'Transfers'], ['Finance', 'Loans']]",4
6110,"[['Finance', 'Forex']]",1
6112,"[['Banking', 'Transfers'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6113,"[['Finance', 'Loans']]",1
6114,"[['Finance', 'Forex']]",1
6115,"[['Finance', 'Stock Market']]",1
6116,"[['Banking', 'Transfers']]",1
6117,"[['Finance', 'Forex']]",1
6118,"[['Banking', 'Account Opening']]",1
6119,"[['Finance', 'Loans']]",1
6120,"[['Finance', 'Forex']]",1
6121,"[['Finance', 'Loans']]",3
6127,"[['Finance', 'Stock Market']]",2
6128,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
6129,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
6130,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6132,"[['Finance', 'Forex']]",1
6135,"[['Finance', 'Loans']]",1
6136,"[['Finance', 'Stock Market']]",1
6137,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6138,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
6139,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",5
6140,"[['Finance', 'Loans']]",1
6141,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
6143,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6144,"[['Finance', 'Forex']]",1
6145,"[['Finance', 'Loans'], ['Banking', 'Transfers']]",3
6147,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6151,"[['Banking', 'Account Opening']]",1
6152,"[['Banking', 'Account Opening']]",1
6157,"[['Finance', 'Forex']]",1
6159,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
6160,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6161,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6163,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6164,"[['Finance', 'Stock Market']]",1
6165,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6166,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6170,"[['Finance', 'Stock Market'], ['Finance', 'Forex'], ['Finance', 'Loans']]",5
6171,"[['Finance', 'Stock Market']]",1
6172,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6173,"[['Finance', 'Forex']]",1
6175,"[['Finance', 'Forex']]",1
6176,"[['Finance', 'Loans']]",1
6177,"[['Banking', 'Account Opening']]",1
6181,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
6182,"[['Finance', 'Loans']]",1
6183,"[['Finance', 'Loans']]",1
6184,"[['Finance', 'Loans']]",1
6185,"[['Finance', 'Stock Market']]",2
6186,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6188,"[['Finance', 'Loans'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",4
6189,"[['Finance', 'Forex']]",1
6191,"[['Finance', 'Forex'], ['Banking', 'Account Opening']]",3
6192,"[['Finance', 'Forex']]",1
6193,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6194,"[['Finance', 'Forex']]",2
6196,"[['Finance', 'Stock Market']]",2
6198,"[['Finance', 'Loans'], ['Banking', 'Savings']]",4
6200,"[['Finance', 'Forex']]",1
6201,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
6203,"[['Banking', 'Account Opening']]",1
6205,"[['Finance', 'Stock Market']]",1
6206,"[['Finance', 'Forex']]",1
6208,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
6212,"[['Finance', 'Loans']]",1
6213,"[['Finance', 'Forex']]",1
6214,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
6215,"[['Finance', 'Stock Market']]",1
6216,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6217,"[['Finance', 'Loans']]",1
6218,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6219,"[['Finance', 'Forex']]",2
6220,"[['Finance', 'Stock Market']]",1
6223,"[['Finance', 'Forex']]",1
6224,"[['Finance', 'Loans']]",2
6225,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
6226,"[['Finance', 'Stock Market']]",1
6227,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6228,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening']]",3
6229,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
6230,"[['Finance', 'Stock Market']]",1
6231,"[['Finance', 'Forex']]",1
6232,"[['Finance', 'Forex']]",1
6233,"[['Banking', 'Account Opening']]",2
6234,"[['Banking', 'Account Opening']]",1
6235,"[['Finance', 'Loans']]",1
6236,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
6237,"[['Banking', 'Transfers']]",1
6238,"[['Banking', 'Account Opening']]",1
6242,"[['Banking', 'Savings']]",1
6243,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
6244,"[['Banking', 'Account Opening']]",1
6245,"[['Finance', 'Forex']]",2
6246,"[['Banking', 'Transfers']]",1
6247,"[['Finance', 'Forex']]",1
6249,"[['Banking', 'Transfers']]",1
6250,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6252,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Banking', 'Savings']]",5
6253,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6255,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
6256,"[['Finance', 'Stock Market']]",1
6259,"[['Banking', 'Transfers']]",2
6260,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6261,"[['Finance', 'Loans']]",1
6262,"[['Banking', 'Savings']]",1
6264,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6265,"[['Finance', 'Loans']]",1
6269,"[['Finance', 'Stock Market']]",1
6271,"[['Finance', 'Stock Market']]",1
6272,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6273,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
6274,"[['Banking', 'Account Opening']]",1
6275,"[['Finance', 'Forex']]",1
6276,"[['Finance', 'Stock Market']]",1
6277,"[['Finance', 'Forex']]",1
6279,"[['Banking', 'Account Opening']]",1
6280,"[['Finance', 'Forex'], ['Banking', 'Account Opening'], ['Finance', 'Loans']]",4
6281,"[['Finance', 'Loans']]",1
6282,"[['Finance', 'Stock Market']]",1
6286,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
6290,"[['Finance', 'Forex']]",1
6291,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
6292,"[['Finance', 'Loans']]",1
6293,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
6295,"[['Banking', 'Transfers']]",2
6296,"[['Finance', 'Forex']]",1
6298,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
6299,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6300,"[['Finance', 'Stock Market']]",1
6301,"[['Finance', 'Forex']]",1
6302,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6303,"[['Finance', 'Stock Market']]",1
6307,"[['Finance', 'Stock Market']]",1
6308,"[['Finance', 'Loans']]",1
6309,"[['Banking', 'Transfers']]",1
6311,"[['Finance', 'Forex']]",1
6312,"[['Finance', 'Forex']]",1
6313,"[['Banking', 'Transfers']]",1
6315,"[['Finance', 'Loans']]",2
6316,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
6319,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
6320,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
6321,"[['Finance', 'Stock Market']]",1
6322,"[['Finance', 'Stock Market']]",1
6323,"[['Banking', 'Savings']]",1
6324,"[['Finance', 'Loans']]",3
6325,"[['Banking', 'Account Opening']]",1
6327,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6329,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
6330,"[['Finance', 'Loans']]",1
6331,"[['Finance', 'Stock Market']]",1
6333,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
6334,"[['Finance', 'Stock Market']]",1
6335,"[['Finance', 'Stock Market']]",2
6337,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6338,"[['Finance', 'Forex']]",1
6340,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
6341,"[['Banking', 'Savings']]",2
6342,"[['Finance', 'Forex']]",1
6343,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
6345,"[['Banking', 'Transfers']]",1
6346,"[['Finance', 'Loans']]",1
6348,"[['Finance', 'Loans']]",1
6349,"[['Finance', 'Forex']]",2
6350,"[['Finance', 'Forex'], ['Banking', 'Account Opening']]",3
6353,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
6354,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6355,"[['Finance', 'Stock Market']]",1
6356,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
6357,"[['Finance', 'Stock Market']]",1
6358,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6360,"[['Banking', 'Savings']]",1
6361,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
6363,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
6366,"[['Finance', 'Loans']]",1
6368,"[['Finance', 'Forex']]",1
6369,"[['Finance', 'Loans'], ['Banking', 'Savings'], ['Finance', 'Forex']]",4
6372,"[['Finance', 'Forex']]",1
6375,"[['Finance', 'Stock Market'], ['Finance', 'Forex']]",4
6376,"[['Finance', 'Forex']]",1
6377,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6379,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6381,"[['Finance', 'Stock Market']]",1
6383,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Forex']]",3
6384,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6385,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
6386,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6387,"[['Finance', 'Stock Market']]",1
6388,"[['Finance', 'Forex']]",1
6389,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
6391,"[['Banking', 'Transfers']]",1
6392,"[['Finance', 'Loans']]",1
6393,"[['Banking', 'Transfers']]",1
6395,"[['Finance', 'Loans']]",1
6396,"[['Finance', 'Loans']]",1
6398,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
6400,"[['Finance', 'Loans']]",2
6401,"[['Finance', 'Stock Market']]",1
6402,"[['Banking', 'Account Opening']]",1
6403,"[['Banking', 'Transfers']]",1
6404,"[['Finance', 'Stock Market']]",1
6405,"[['Finance', 'Stock Market']]",1
6406,"[['Finance', 'Stock Market']]",2
6407,"[['Finance', 'Loans']]",1
6408,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6409,"[['Finance', 'Forex']]",2
6410,"[['Finance', 'Stock Market']]",1
6411,"[['Finance', 'Stock Market']]",1
6412,"[['Finance', 'Forex']]",1
6413,"[['Finance', 'Forex']]",1
6414,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening']]",3
6415,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
6417,"[['Finance', 'Loans']]",1
6420,"[['Finance', 'Stock Market']]",1
6421,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6422,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",4
6423,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
6424,"[['Banking', 'Account Opening']]",1
6425,"[['Finance', 'Loans']]",1
6427,"[['Finance', 'Stock Market']]",2
6428,"[['Banking', 'Transfers']]",1
6429,"[['Finance', 'Forex']]",2
6430,"[['Finance', 'Forex']]",1
6431,"[['Finance', 'Loans']]",1
6432,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6433,"[['Finance', 'Loans']]",1
6434,"[['Banking', 'Account Opening']]",1
6435,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
6436,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
6437,"[['Finance', 'Stock Market']]",1
6438,"[['Banking', 'Savings']]",1
6440,"[['Finance', 'Forex']]",3
6442,"[['Finance', 'Stock Market']]",1
6443,"[['Finance', 'Loans']]",1
6444,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6445,"[['Finance', 'Stock Market']]",1
6446,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6447,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6448,"[['Finance', 'Forex']]",1
6450,"[['Finance', 'Forex']]",1
6451,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",3
6453,"[['Finance', 'Stock Market']]",2
6454,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6455,"[['Finance', 'Forex']]",4
6456,"[['Finance', 'Loans']]",2
6457,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Forex']]",3
6459,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6461,"[['Finance', 'Loans']]",1
6463,"[['Finance', 'Stock Market'], ['Banking', 'Transfers']]",3
6464,"[['Finance', 'Stock Market']]",1
6465,"[['Finance', 'Forex']]",2
6466,"[['Banking', 'Savings']]",1
6468,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6470,"[['Banking', 'Account Opening']]",1
6472,"[['Finance', 'Loans']]",2
6473,"[['Banking', 'Account Opening'], ['Banking', 'Savings'], ['Finance', 'Loans']]",4
6474,"[['Finance', 'Loans']]",1
6475,"[['Finance', 'Stock Market']]",2
6476,"[['Finance', 'Forex']]",1
6478,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6480,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6481,"[['Finance', 'Loans']]",2
6482,"[['Banking', 'Savings']]",1
6483,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6484,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6485,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
6487,"[['Banking', 'Savings']]",2
6488,"[['Banking', 'Savings']]",1
6489,"[['Finance', 'Loans']]",1
6490,"[['Finance', 'Loans']]",1
6491,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6492,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6493,"[['Finance', 'Forex']]",1
6494,"[['Finance', 'Loans']]",1
6495,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
6497,"[['Finance', 'Loans'], ['Banking', 'Account Opening'], ['Finance', 'Forex']]",4
6499,"[['Finance', 'Loans']]",1
6501,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6504,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
6505,"[['Finance', 'Stock Market']]",1
6506,"[['Banking', 'Account Opening']]",1
6507,"[['Finance', 'Loans']]",1
6509,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6510,"[['Banking', 'Savings']]",1
6511,"[['Finance', 'Stock Market']]",1
6513,"[['Finance', 'Forex']]",1
6514,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6515,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6516,"[['Banking', 'Transfers']]",1
6517,"[['Finance', 'Forex']]",2
6518,"[['Finance', 'Loans']]",1
6519,"[['Finance', 'Stock Market']]",2
6520,"[['Finance', 'Stock Market']]",1
6522,"[['Finance', 'Loans']]",1
6524,"[['Finance', 'Loans']]",1
6525,"[['Finance', 'Loans']]",1
6526,"[['Finance', 'Forex'], ['Banking', 'Savings'], ['Finance', 'Stock Market']]",4
6527,"[['Finance', 'Forex']]",1
6531,"[['Finance', 'Forex']]",1
6534,"[['Finance', 'Stock Market'], ['Banking', 'Savings'], ['Finance', 'Forex']]",4
6535,"[['Finance', 'Loans']]",1
6537,"[['Finance', 'Loans']]",1
6538,"[['Finance', 'Stock Market']]",2
6539,"[['Finance', 'Stock Market']]",1
6541,"[['Banking', 'Savings']]",1
6543,"[['Finance', 'Forex']]",1
6544,"[['Finance', 'Forex']]",1
6545,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
6546,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6547,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
6548,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
6552,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
6555,"[['Finance', 'Stock Market']]",1
6557,"[['Finance', 'Stock Market']]",1
6558,"[['Finance', 'Stock Market']]",1
6559,"[['Finance', 'Stock Market']]",1
6560,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
6562,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6564,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6565,"[['Finance', 'Loans']]",2
6566,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6567,"[['Banking', 'Transfers']]",1
6568,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6571,"[['Banking', 'Transfers']]",1
6574,"[['Finance', 'Forex']]",1
6576,"[['Banking', 'Transfers']]",1
6577,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",3
6578,"[['Finance', 'Loans']]",1
6579,"[['Finance', 'Forex']]",1
6580,"[['Finance', 'Forex']]",1
6581,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
6582,"[['Finance', 'Loans']]",1
6583,"[['Banking', 'Account Opening']]",1
6585,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6587,"[['Finance', 'Forex']]",1
6589,"[['Banking', 'Savings']]",1
6590,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6591,"[['Finance', 'Loans']]",1
6592,"[['Finance', 'Stock Market']]",3
6593,"[['Finance', 'Forex']]",1
6595,"[['Finance', 'Loans']]",1
