customernumber,notification_id,response_time,response_type
5594,5122,15,opened
6681,5123,36,opened
2119,5124,18,ignored
1840,5125,25,opened
8327,5126,38,opened
1155,5127,15,dismissed
9850,5128,11,ignored
5897,5129,2,opened
1922,5130,57,ignored
3405,5131,53,dismissed
8573,5132,57,ignored
4711,5133,22,opened
6496,5134,52,opened
9903,5135,24,opened
7794,5136,28,opened
2523,5137,26,dismissed
2304,5138,13,ignored
3218,5139,35,dismissed
4051,5140,52,dismissed
3653,5141,16,ignored
7241,5142,21,dismissed
5656,5143,56,dismissed
2310,5144,45,ignored
3585,5145,50,opened
2901,5146,36,ignored
3732,5147,13,dismissed
6221,5148,7,dismissed
4882,5149,49,ignored
2117,5150,30,dismissed
5588,5151,18,ignored
8513,5152,1,dismissed
5649,5153,52,ignored
5182,5154,35,ignored
5264,5155,45,dismissed
1996,5156,52,ignored
7756,5157,52,ignored
7711,5158,38,dismissed
4974,5159,8,opened
6930,5160,60,dismissed
2298,5161,60,ignored
6636,5162,42,ignored
1427,5163,43,dismissed
3265,5164,20,opened
8111,5165,42,dismissed
9094,5166,40,opened
3099,5167,15,opened
6226,5168,36,dismissed
7759,5169,51,dismissed
9594,5170,15,opened
9583,5171,26,opened
7265,5172,47,opened
6708,5173,57,ignored
5174,5174,36,opened
3498,5175,31,opened
4139,5176,33,dismissed
3523,5177,43,ignored
3527,5178,16,opened
6795,5179,60,dismissed
9452,5180,32,opened
3076,5181,47,ignored
9630,5182,29,dismissed
1368,5183,47,opened
7508,5184,45,ignored
1626,5185,53,dismissed
5194,5186,17,dismissed
6292,5187,19,ignored
7501,5188,53,ignored
1698,5189,17,dismissed
8403,5190,9,ignored
1486,5191,59,opened
4906,5192,48,ignored
1181,5193,57,opened
8816,5194,48,opened
7738,5195,5,opened
6305,5196,42,opened
1578,5197,2,dismissed
7839,5198,10,dismissed
6954,5199,34,opened
4346,5200,12,opened
2686,5201,13,ignored
3618,5202,21,opened
6471,5203,52,dismissed
1528,5204,33,dismissed
2069,5205,6,ignored
1364,5206,31,opened
1767,5207,44,ignored
7003,5208,48,dismissed
2427,5209,10,opened
3675,5210,36,dismissed
4068,5211,16,dismissed
9391,5212,22,ignored
9789,5213,38,ignored
7198,5214,28,ignored
5629,5215,50,dismissed
4981,5216,40,dismissed
9327,5217,43,ignored
1129,5218,17,ignored
4049,5219,50,dismissed
3961,5220,27,ignored
7185,5221,54,dismissed
4949,5222,22,ignored
4343,5223,48,ignored
8969,5224,21,opened
3268,5225,7,ignored
6604,5226,58,ignored
7124,5227,60,dismissed
6579,5228,31,ignored
4640,5229,56,opened
3233,5230,1,dismissed
3586,5231,11,opened
3301,5232,13,ignored
8527,5233,54,dismissed
5930,5234,17,ignored
3640,5235,44,opened
7161,5236,47,opened
3883,5237,53,dismissed
6807,5238,33,opened
6087,5239,31,ignored
1559,5240,48,ignored
2082,5241,26,ignored
5632,5242,10,dismissed
2411,5243,11,ignored
7248,5244,46,dismissed
4150,5245,20,dismissed
8896,5246,48,dismissed
8115,5247,19,dismissed
4499,5248,38,dismissed
1867,5249,42,opened
2806,5250,36,opened
2574,5251,12,dismissed
5579,5252,53,ignored
2981,5253,2,opened
8396,5254,12,ignored
3476,5255,53,opened
3001,5256,10,dismissed
9669,5257,12,ignored
8167,5258,21,opened
7720,5259,38,opened
6177,5260,15,dismissed
9363,5261,7,ignored
2708,5262,15,dismissed
3612,5263,50,ignored
4647,5264,56,ignored
7704,5265,58,ignored
7018,5266,31,dismissed
7109,5267,20,dismissed
2699,5268,58,opened
5556,5269,32,dismissed
5074,5270,29,dismissed
6443,5271,44,dismissed
5504,5272,42,ignored
4882,5273,36,opened
1855,5274,55,opened
7710,5275,1,ignored
2889,5276,51,opened
4811,5277,26,dismissed
9446,5278,41,ignored
2969,5279,8,dismissed
9849,5280,22,opened
4810,5281,42,ignored
7256,5282,37,ignored
5786,5283,15,dismissed
2545,5284,5,ignored
6291,5285,18,dismissed
8800,5286,23,opened
3171,5287,41,dismissed
9667,5288,21,dismissed
2675,5289,53,ignored
7887,5290,13,ignored
3119,5291,17,opened
7453,5292,6,ignored
4732,5293,46,opened
4988,5294,55,dismissed
7421,5295,37,dismissed
3674,5296,36,ignored
4065,5297,26,ignored
6976,5298,56,ignored
7293,5299,5,dismissed
7385,5300,18,dismissed
9715,5301,33,opened
6897,5302,16,ignored
2809,5303,54,ignored
5120,5304,37,dismissed
6535,5305,33,opened
4639,5306,8,ignored
1377,5307,12,ignored
2388,5308,32,dismissed
3253,5309,44,ignored
7325,5310,24,ignored
1614,5311,26,opened
5193,5312,31,ignored
6498,5313,59,opened
4871,5314,48,dismissed
7963,5315,23,dismissed
4809,5316,55,ignored
2909,5317,7,dismissed
7799,5318,53,dismissed
4743,5319,57,ignored
8326,5320,60,dismissed
8892,5321,10,opened
4114,5322,60,ignored
6974,5323,6,dismissed
8220,5324,8,ignored
6731,5325,36,dismissed
2056,5326,1,dismissed
6135,5327,40,dismissed
8489,5328,59,dismissed
6417,5329,18,dismissed
3409,5330,37,ignored
8489,5331,34,opened
5971,5332,55,ignored
1987,5333,56,dismissed
7147,5334,57,dismissed
3723,5335,5,ignored
8709,5336,18,dismissed
7474,5337,25,ignored
8439,5338,10,ignored
1047,5339,48,dismissed
8484,5340,29,ignored
8755,5341,8,opened
6773,5342,57,dismissed
7146,5343,17,dismissed
3835,5344,53,opened
8869,5345,7,dismissed
2792,5346,30,opened
4828,5347,48,opened
4129,5348,40,dismissed
9831,5349,14,dismissed
7246,5350,50,ignored
4610,5351,1,dismissed
4877,5352,34,ignored
9489,5353,35,ignored
4149,5354,34,dismissed
2988,5355,6,ignored
5888,5356,18,dismissed
3378,5357,7,dismissed
4082,5358,15,dismissed
7038,5359,38,ignored
4397,5360,1,dismissed
3180,5361,4,opened
4199,5362,9,dismissed
2005,5363,38,ignored
9636,5364,4,opened
5685,5365,48,ignored
4883,5366,12,dismissed
2845,5367,38,ignored
5806,5368,4,ignored
5193,5369,46,dismissed
1980,5370,10,dismissed
3108,5371,24,opened
7343,5372,33,opened
1790,5373,1,dismissed
2106,5374,13,opened
6029,5375,10,opened
2135,5376,41,opened
5894,5377,7,dismissed
2861,5378,23,dismissed
7108,5379,7,dismissed
7875,5380,17,dismissed
7507,5381,14,ignored
4963,5382,58,ignored
3147,5383,32,dismissed
8914,5384,21,dismissed
2920,5385,41,opened
4692,5386,24,ignored
9809,5387,32,opened
3323,5388,33,ignored
7800,5389,11,ignored
4556,5390,13,ignored
2426,5391,48,opened
6483,5392,24,dismissed
9835,5393,43,opened
9228,5394,26,dismissed
9910,5395,21,dismissed
5891,5396,15,ignored
9781,5397,40,ignored
2334,5398,48,opened
7805,5399,48,dismissed
6798,5400,6,opened
6682,5401,2,opened
8049,5402,29,dismissed
1382,5403,30,ignored
6073,5404,15,opened
3701,5405,19,opened
7652,5406,28,opened
7402,5407,3,dismissed
3165,5408,29,ignored
4853,5409,45,ignored
4926,5410,38,ignored
3776,5411,13,opened
7676,5412,48,dismissed
1785,5413,52,ignored
4570,5414,27,dismissed
1076,5415,11,dismissed
6149,5416,40,ignored
6831,5417,11,opened
4820,5418,24,ignored
6846,5419,20,dismissed
3484,5420,5,dismissed
4960,5421,21,opened
5389,5422,15,opened
4497,5423,9,dismissed
3404,5424,30,dismissed
7967,5425,27,opened
6119,5426,4,opened
6602,5427,11,dismissed
1843,5428,53,dismissed
8701,5429,29,dismissed
1275,5430,34,dismissed
6476,5431,37,opened
9887,5432,49,opened
7377,5433,3,dismissed
1470,5434,41,dismissed
4555,5435,28,opened
8325,5436,36,dismissed
9239,5437,54,opened
5089,5438,53,ignored
4349,5439,45,opened
4423,5440,54,opened
6624,5441,33,dismissed
2942,5442,52,opened
9316,5443,19,opened
3942,5444,18,dismissed
3334,5445,34,dismissed
6434,5446,32,opened
4325,5447,53,dismissed
9295,5448,54,opened
3244,5449,4,opened
5881,5450,43,dismissed
1455,5451,40,ignored
5789,5452,14,opened
2857,5453,28,opened
7746,5454,36,ignored
4467,5455,13,ignored
3824,5456,57,dismissed
3941,5457,29,ignored
7487,5458,14,opened
4172,5459,37,opened
6154,5460,32,dismissed
6629,5461,49,ignored
3284,5462,11,ignored
3477,5463,27,ignored
3690,5464,21,opened
3773,5465,42,dismissed
7996,5466,23,ignored
2474,5467,31,ignored
5326,5468,2,dismissed
2237,5469,2,ignored
8093,5470,31,opened
7228,5471,37,ignored
7980,5472,37,dismissed
8612,5473,47,opened
2406,5474,47,ignored
5245,5475,49,dismissed
3630,5476,10,opened
5041,5477,33,opened
7391,5478,47,opened
9365,5479,45,ignored
5709,5480,27,ignored
6060,5481,7,dismissed
4804,5482,39,dismissed
1747,5483,5,opened
7409,5484,55,ignored
7392,5485,32,dismissed
7719,5486,5,dismissed
4365,5487,15,ignored
2905,5488,42,opened
1700,5489,51,dismissed
3166,5490,21,dismissed
2171,5491,41,opened
3804,5492,55,ignored
7661,5493,40,dismissed
5197,5494,31,opened
8188,5495,24,dismissed
6612,5496,17,ignored
2907,5497,2,ignored
2914,5498,49,dismissed
3059,5499,32,ignored
4281,5500,23,dismissed
7071,5501,15,dismissed
3735,5502,40,opened
7117,5503,47,opened
1739,5504,5,dismissed
3912,5505,49,dismissed
4027,5506,39,opened
4213,5507,17,ignored
5176,5508,49,opened
2033,5509,54,opened
2670,5510,13,dismissed
2825,5511,28,ignored
5733,5512,47,opened
1318,5513,3,opened
5664,5514,18,ignored
6191,5515,51,ignored
1283,5516,26,ignored
8186,5517,21,opened
6025,5518,40,dismissed
8617,5519,55,ignored
5296,5520,34,opened
9747,5521,39,dismissed
5048,5522,7,opened
7680,5523,15,ignored
3242,5524,12,opened
9876,5525,13,dismissed
3060,5526,37,opened
1799,5527,33,dismissed
9393,5528,11,ignored
4660,5529,58,ignored
8726,5530,21,dismissed
1467,5531,32,ignored
1742,5532,18,dismissed
4821,5533,24,opened
3880,5534,51,dismissed
5190,5535,52,ignored
1926,5536,54,ignored
2690,5537,54,opened
6841,5538,8,ignored
2237,5539,6,opened
6755,5540,18,ignored
7515,5541,5,dismissed
1163,5542,55,opened
7893,5543,43,opened
5758,5544,30,opened
9600,5545,2,dismissed
1039,5546,27,opened
5909,5547,15,opened
8405,5548,47,opened
6474,5549,52,dismissed
5000,5550,1,dismissed
3399,5551,34,ignored
5067,5552,45,opened
1514,5553,1,ignored
9651,5554,51,dismissed
3643,5555,7,ignored
4088,5556,52,dismissed
8897,5557,25,ignored
2566,5558,57,ignored
3006,5559,43,dismissed
1080,5560,40,opened
6555,5561,33,opened
1244,5562,22,ignored
9534,5563,3,opened
8324,5564,14,opened
3430,5565,32,ignored
8506,5566,36,ignored
4493,5567,5,opened
8431,5568,39,ignored
5366,5569,27,opened
5918,5570,47,ignored
9113,5571,34,opened
5777,5572,24,opened
2901,5573,24,ignored
8920,5574,25,opened
7304,5575,6,ignored
3005,5576,10,opened
8297,5577,11,ignored
1571,5578,33,ignored
2026,5579,40,dismissed
2230,5580,26,opened
3504,5581,4,opened
1531,5582,3,ignored
3407,5583,7,dismissed
7702,5584,37,dismissed
6281,5585,52,ignored
4325,5586,35,dismissed
4059,5587,52,opened
6577,5588,3,opened
9382,5589,50,opened
2567,5590,24,opened
9886,5591,47,ignored
5633,5592,38,dismissed
2920,5593,36,ignored
5016,5594,53,opened
1646,5595,12,dismissed
8297,5596,5,ignored
1683,5597,22,dismissed
8027,5598,20,ignored
5100,5599,45,opened
1614,5600,30,dismissed
5305,5601,35,opened
6648,5602,34,opened
3907,5603,35,ignored
5503,5604,50,dismissed
1515,5605,19,opened
7212,5606,1,ignored
2398,5607,6,opened
9238,5608,2,opened
7404,5609,25,dismissed
3313,5610,6,dismissed
3019,5611,55,opened
1574,5612,39,opened
2335,5613,20,ignored
3224,5614,2,opened
8767,5615,43,dismissed
2411,5616,25,opened
2345,5617,55,ignored
6596,5618,19,opened
1726,5619,17,ignored
9931,5620,12,dismissed
4604,5621,49,dismissed
3602,5622,15,ignored
6898,5623,48,dismissed
8485,5624,8,ignored
7045,5625,12,dismissed
9872,5626,50,dismissed
3979,5627,49,opened
1568,5628,41,ignored
2362,5629,6,opened
1153,5630,10,ignored
4046,5631,36,ignored
8339,5632,50,opened
5807,5633,31,ignored
1434,5634,42,opened
6244,5635,59,ignored
5634,5636,52,opened
7884,5637,6,dismissed
6494,5638,10,ignored
5434,5639,11,dismissed
6323,5640,56,opened
5714,5641,40,dismissed
2487,5642,42,dismissed
1706,5643,14,opened
6506,5644,27,ignored
9892,5645,57,opened
9156,5646,2,opened
5430,5647,28,opened
2213,5648,57,ignored
1935,5649,56,ignored
1341,5650,27,dismissed
3323,5651,14,dismissed
3212,5652,27,opened
9987,5653,50,dismissed
7886,5654,7,dismissed
9602,5655,49,ignored
7469,5656,36,opened
4735,5657,14,dismissed
5022,5658,39,opened
8004,5659,34,dismissed
3345,5660,59,ignored
3799,5661,18,dismissed
5609,5662,4,ignored
2198,5663,29,ignored
4064,5664,6,opened
1869,5665,9,dismissed
4341,5666,28,opened
2512,5667,11,ignored
1502,5668,50,ignored
5476,5669,51,dismissed
5879,5670,18,opened
5176,5671,43,dismissed
7026,5672,42,opened
5817,5673,4,opened
7570,5674,32,opened
3056,5675,29,opened
8789,5676,23,dismissed
6103,5677,34,ignored
2523,5678,20,dismissed
3411,5679,60,opened
1685,5680,49,dismissed
6528,5681,14,dismissed
8877,5682,20,ignored
4149,5683,45,opened
3876,5684,3,opened
1914,5685,7,dismissed
5072,5686,48,dismissed
8499,5687,10,opened
2088,5688,57,dismissed
6953,5689,58,ignored
7075,5690,40,dismissed
9995,5691,50,opened
5509,5692,6,dismissed
7104,5693,37,dismissed
2933,5694,9,opened
5413,5695,8,opened
2362,5696,58,dismissed
9313,5697,11,opened
4826,5698,25,dismissed
8470,5699,28,ignored
3513,5700,4,ignored
5473,5701,39,dismissed
6096,5702,54,opened
6380,5703,57,opened
3110,5704,56,dismissed
7191,5705,24,dismissed
5730,5706,31,dismissed
3208,5707,20,dismissed
2935,5708,31,ignored
1521,5709,36,ignored
2813,5710,34,dismissed
2280,5711,46,dismissed
1493,5712,34,opened
7086,5713,26,dismissed
2252,5714,14,opened
2125,5715,23,dismissed
9649,5716,21,dismissed
8884,5717,10,dismissed
3732,5718,16,dismissed
6007,5719,6,dismissed
9621,5720,55,dismissed
9626,5721,59,opened
3947,5722,14,opened
7718,5723,20,ignored
2556,5724,58,ignored
6985,5725,31,dismissed
6669,5726,40,opened
8514,5727,18,dismissed
3641,5728,21,opened
4562,5729,31,opened
9338,5730,24,opened
9215,5731,24,ignored
5441,5732,35,opened
4689,5733,10,ignored
8774,5734,12,dismissed
6100,5735,58,ignored
7176,5736,3,dismissed
9932,5737,24,ignored
5494,5738,2,opened
7727,5739,53,dismissed
8859,5740,43,dismissed
8578,5741,24,dismissed
9269,5742,27,opened
3248,5743,47,ignored
8704,5744,58,dismissed
4326,5745,18,opened
6044,5746,16,ignored
9653,5747,50,dismissed
9098,5748,27,opened
9052,5749,32,ignored
1587,5750,10,ignored
5105,5751,26,ignored
7630,5752,37,dismissed
8906,5753,21,dismissed
1612,5754,20,ignored
9325,5755,12,dismissed
7065,5756,57,ignored
6063,5757,43,opened
6974,5758,42,ignored
1712,5759,5,dismissed
7184,5760,45,dismissed
3699,5761,28,dismissed
7143,5762,53,dismissed
4602,5763,10,ignored
9231,5764,39,ignored
8779,5765,24,opened
2928,5766,9,opened
2938,5767,14,dismissed
5638,5768,46,dismissed
9710,5769,8,ignored
9608,5770,29,dismissed
6247,5771,22,ignored
7208,5772,58,dismissed
7559,5773,55,opened
6102,5774,15,opened
1744,5775,20,ignored
9800,5776,2,opened
1296,5777,22,dismissed
1059,5778,38,opened
7745,5779,54,opened
4892,5780,46,dismissed
6165,5781,19,opened
4841,5782,8,ignored
2086,5783,19,opened
7339,5784,60,opened
5388,5785,16,ignored
3779,5786,5,ignored
3505,5787,24,opened
8642,5788,17,dismissed
3691,5789,39,dismissed
7220,5790,39,ignored
2448,5791,54,ignored
4449,5792,44,ignored
7759,5793,48,opened
4948,5794,40,opened
5903,5795,43,dismissed
3019,5796,19,ignored
2853,5797,33,opened
4441,5798,9,opened
8977,5799,1,dismissed
6707,5800,44,opened
4373,5801,5,opened
9073,5802,28,opened
2629,5803,11,opened
7445,5804,41,dismissed
7956,5805,6,ignored
6307,5806,36,dismissed
4397,5807,22,dismissed
5797,5808,8,ignored
2078,5809,5,opened
1078,5810,4,dismissed
9980,5811,18,dismissed
1908,5812,35,opened
4975,5813,47,dismissed
9551,5814,43,ignored
8807,5815,44,dismissed
8973,5816,33,ignored
6878,5817,42,opened
9455,5818,37,dismissed
3274,5819,6,opened
9064,5820,16,dismissed
2280,5821,5,dismissed
7028,5822,37,ignored
8009,5823,17,dismissed
8644,5824,44,opened
7287,5825,33,dismissed
7269,5826,37,ignored
6935,5827,22,ignored
7900,5828,50,dismissed
7503,5829,32,opened
2771,5830,44,ignored
9806,5831,42,ignored
3809,5832,44,ignored
9846,5833,37,opened
6495,5834,5,dismissed
6645,5835,29,opened
8033,5836,6,ignored
6399,5837,34,ignored
1804,5838,41,opened
8129,5839,1,opened
9197,5840,18,ignored
7898,5841,33,opened
1044,5842,11,ignored
8378,5843,46,opened
3125,5844,57,dismissed
4367,5845,23,dismissed
6663,5846,39,dismissed
6995,5847,20,dismissed
6255,5848,17,opened
2324,5849,43,opened
5741,5850,39,opened
9220,5851,49,dismissed
8372,5852,28,opened
1934,5853,45,dismissed
1992,5854,6,dismissed
3183,5855,59,opened
6731,5856,16,ignored
2382,5857,56,ignored
2796,5858,13,ignored
6369,5859,13,opened
9425,5860,40,dismissed
5476,5861,59,ignored
2547,5862,2,dismissed
6604,5863,40,opened
3602,5864,33,ignored
2605,5865,48,opened
2721,5866,10,dismissed
9805,5867,37,opened
5016,5868,50,ignored
5688,5869,47,opened
6480,5870,22,dismissed
1996,5871,30,ignored
7067,5872,60,dismissed
4714,5873,36,ignored
9852,5874,48,ignored
1133,5875,34,ignored
7618,5876,2,ignored
8269,5877,52,opened
5685,5878,49,ignored
7881,5879,59,ignored
6185,5880,44,opened
1923,5881,4,ignored
4072,5882,1,dismissed
8930,5883,59,ignored
2329,5884,31,ignored
2571,5885,5,dismissed
8274,5886,23,opened
2982,5887,45,ignored
4794,5888,42,opened
8434,5889,35,ignored
5532,5890,25,dismissed
5721,5891,31,ignored
7961,5892,54,dismissed
2736,5893,36,opened
4115,5894,56,ignored
2496,5895,19,dismissed
8245,5896,13,ignored
3419,5897,32,dismissed
2317,5898,24,ignored
3344,5899,56,opened
5047,5900,28,ignored
4507,5901,23,opened
2686,5902,35,opened
5265,5903,4,dismissed
7579,5904,9,dismissed
3591,5905,4,opened
3234,5906,15,opened
9415,5907,36,ignored
5312,5908,17,dismissed
1479,5909,55,opened
9407,5910,26,opened
2134,5911,13,opened
1660,5912,33,ignored
1766,5913,37,opened
3959,5914,2,ignored
2431,5915,50,dismissed
7656,5916,28,dismissed
2047,5917,25,dismissed
5702,5918,25,ignored
1343,5919,49,dismissed
5488,5920,2,dismissed
9424,5921,13,opened
6832,5922,1,opened
3543,5923,8,opened
2601,5924,26,ignored
1809,5925,43,dismissed
5052,5926,40,opened
4253,5927,53,opened
5746,5928,58,ignored
1345,5929,6,ignored
1828,5930,60,ignored
3970,5931,33,ignored
1651,5932,16,opened
4268,5933,39,ignored
2718,5934,48,dismissed
7872,5935,29,ignored
7878,5936,43,dismissed
7758,5937,34,opened
7256,5938,36,opened
7040,5939,17,opened
4599,5940,44,opened
8011,5941,59,ignored
1884,5942,13,opened
4148,5943,42,dismissed
1550,5944,4,opened
9266,5945,22,opened
7880,5946,30,ignored
1660,5947,13,ignored
8144,5948,11,opened
8486,5949,46,ignored
1106,5950,39,ignored
8414,5951,44,dismissed
2915,5952,31,ignored
7859,5953,52,ignored
9378,5954,52,dismissed
4354,5955,14,opened
6757,5956,7,dismissed
5584,5957,30,opened
2419,5958,50,ignored
3696,5959,36,opened
9402,5960,38,opened
9111,5961,6,ignored
1024,5962,17,dismissed
9256,5963,52,dismissed
8481,5964,23,dismissed
8389,5965,49,ignored
6177,5966,46,dismissed
9247,5967,37,dismissed
9764,5968,7,opened
2735,5969,28,ignored
3127,5970,33,ignored
2120,5971,11,ignored
8650,5972,48,ignored
7232,5973,19,ignored
8037,5974,48,dismissed
4228,5975,28,opened
8272,5976,51,dismissed
8200,5977,46,dismissed
5963,5978,33,dismissed
8016,5979,29,ignored
3455,5980,14,ignored
2092,5981,30,ignored
7552,5982,51,opened
9557,5983,22,opened
6968,5984,48,opened
7395,5985,8,dismissed
9194,5986,2,dismissed
1071,5987,31,ignored
9890,5988,25,dismissed
4203,5989,4,opened
5849,5990,57,opened
8190,5991,53,ignored
3369,5992,55,dismissed
7589,5993,55,ignored
3061,5994,49,opened
6638,5995,35,ignored
4185,5996,3,dismissed
2270,5997,1,opened
1133,5998,5,opened
1467,5999,27,dismissed
9006,6000,56,opened
2440,6001,25,dismissed
1513,6002,52,ignored
7814,6003,16,dismissed
5110,6004,41,opened
3043,6005,38,dismissed
5316,6006,56,dismissed
5252,6007,37,opened
1490,6008,52,dismissed
5177,6009,58,opened
6005,6010,43,dismissed
2099,6011,5,opened
8334,6012,57,dismissed
3540,6013,24,opened
8732,6014,28,dismissed
2277,6015,37,ignored
7850,6016,33,opened
6364,6017,35,dismissed
8112,6018,60,ignored
1071,6019,8,opened
9741,6020,44,ignored
8691,6021,32,dismissed
6194,6022,47,dismissed
9633,6023,28,dismissed
3960,6024,53,opened
7445,6025,16,dismissed
3326,6026,17,opened
7897,6027,6,dismissed
2227,6028,51,dismissed
8960,6029,31,dismissed
5141,6030,10,opened
3433,6031,48,ignored
6369,6032,36,dismissed
7520,6033,56,ignored
8224,6034,51,opened
8847,6035,35,ignored
1079,6036,42,opened
4609,6037,29,dismissed
1853,6038,30,dismissed
8006,6039,55,ignored
5202,6040,14,dismissed
7033,6041,5,ignored
2703,6042,55,opened
6414,6043,12,opened
9848,6044,4,opened
6719,6045,3,opened
3467,6046,2,ignored
1096,6047,6,ignored
9916,6048,5,dismissed
5629,6049,32,ignored
4545,6050,29,opened
1300,6051,16,dismissed
8637,6052,14,dismissed
5377,6053,57,dismissed
7597,6054,11,dismissed
5462,6055,5,opened
4896,6056,40,ignored
1401,6057,39,opened
2655,6058,37,opened
4042,6059,22,dismissed
8680,6060,60,ignored
8356,6061,57,opened
6500,6062,53,ignored
2301,6063,60,dismissed
4909,6064,54,ignored
8945,6065,12,opened
1524,6066,52,ignored
8831,6067,18,ignored
9074,6068,1,dismissed
2050,6069,46,ignored
7362,6070,18,ignored
4786,6071,60,dismissed
9981,6072,26,ignored
4571,6073,9,ignored
7191,6074,30,dismissed
9474,6075,1,dismissed
9182,6076,60,opened
9312,6077,42,ignored
1354,6078,21,dismissed
7050,6079,8,dismissed
1665,6080,30,dismissed
1321,6081,16,opened
4676,6082,29,dismissed
3539,6083,39,dismissed
2964,6084,11,ignored
8061,6085,40,opened
2325,6086,51,opened
3344,6087,52,ignored
2269,6088,14,opened
2616,6089,14,ignored
4769,6090,47,ignored
8252,6091,8,dismissed
1429,6092,25,dismissed
9795,6093,20,opened
1920,6094,45,opened
9773,6095,5,dismissed
6504,6096,27,opened
8038,6097,1,dismissed
4857,6098,40,opened
3114,6099,52,dismissed
2339,6100,23,opened
4512,6101,54,ignored
2316,6102,49,ignored
7992,6103,58,opened
4469,6104,31,ignored
6463,6105,21,dismissed
5706,6106,4,opened
8136,6107,49,ignored
9847,6108,46,dismissed
3950,6109,52,ignored
3683,6110,21,opened
6839,6111,48,dismissed
4013,6112,18,dismissed
9169,6113,14,ignored
4948,6114,59,dismissed
8337,6115,5,ignored
9945,6116,20,dismissed
6467,6117,55,ignored
7217,6118,18,opened
1750,6119,1,dismissed
6025,6120,39,dismissed
7831,6121,45,ignored
9310,6122,34,dismissed
1147,6123,22,ignored
1644,6124,21,ignored
2908,6125,19,ignored
5432,6126,39,opened
1991,6127,25,dismissed
3601,6128,14,dismissed
5519,6129,47,ignored
5725,6130,26,opened
4268,6131,1,dismissed
4440,6132,2,ignored
5584,6133,12,opened
2646,6134,38,ignored
8090,6135,24,dismissed
3712,6136,58,dismissed
7942,6137,58,ignored
6903,6138,50,dismissed
2988,6139,32,opened
9210,6140,4,ignored
5401,6141,25,ignored
8527,6142,49,opened
2142,6143,11,opened
4961,6144,58,opened
5222,6145,23,dismissed
2272,6146,13,dismissed
6852,6147,4,ignored
9059,6148,15,opened
7910,6149,37,dismissed
6015,6150,9,opened
8962,6151,17,dismissed
2796,6152,29,ignored
3800,6153,23,opened
9216,6154,12,opened
3365,6155,28,dismissed
1649,6156,26,dismissed
5002,6157,48,dismissed
3648,6158,53,ignored
5149,6159,51,dismissed
7319,6160,47,dismissed
7758,6161,27,opened
2477,6162,20,dismissed
7918,6163,7,opened
1924,6164,18,ignored
4178,6165,1,dismissed
1027,6166,10,dismissed
5939,6167,40,dismissed
6718,6168,25,dismissed
9577,6169,10,dismissed
9329,6170,45,opened
2997,6171,8,opened
8812,6172,33,opened
8809,6173,29,ignored
9986,6174,5,dismissed
4579,6175,2,ignored
7321,6176,49,opened
1673,6177,10,opened
7836,6178,18,opened
6851,6179,12,ignored
2531,6180,8,opened
9241,6181,30,dismissed
1618,6182,23,dismissed
7013,6183,51,dismissed
2115,6184,26,dismissed
9106,6185,53,opened
2100,6186,54,opened
5524,6187,35,ignored
4694,6188,16,dismissed
5947,6189,56,ignored
5871,6190,25,ignored
4603,6191,49,dismissed
3184,6192,7,opened
9377,6193,54,ignored
5583,6194,22,opened
3923,6195,49,ignored
2608,6196,58,ignored
1965,6197,52,dismissed
3330,6198,51,ignored
8983,6199,48,opened
6646,6200,9,opened
2883,6201,43,ignored
8417,6202,5,opened
5807,6203,16,ignored
6386,6204,57,dismissed
8095,6205,21,ignored
7209,6206,36,dismissed
8299,6207,48,dismissed
8807,6208,31,dismissed
7895,6209,46,ignored
2392,6210,28,dismissed
7744,6211,32,dismissed
1248,6212,44,dismissed
4347,6213,53,ignored
1447,6214,28,dismissed
9087,6215,36,opened
5985,6216,44,dismissed
4998,6217,32,dismissed
9735,6218,2,dismissed
9711,6219,47,opened
3033,6220,39,dismissed
4412,6221,13,opened
5145,6222,23,ignored
8829,6223,58,dismissed
6965,6224,24,ignored
7401,6225,2,dismissed
1459,6226,53,dismissed
3154,6227,1,ignored
1866,6228,13,ignored
4604,6229,34,ignored
8193,6230,57,opened
8317,6231,5,dismissed
8136,6232,4,dismissed
2034,6233,16,ignored
7093,6234,40,opened
7143,6235,48,opened
3994,6236,47,ignored
7115,6237,31,dismissed
2799,6238,24,ignored
7310,6239,14,dismissed
6088,6240,48,dismissed
5392,6241,20,opened
8838,6242,47,dismissed
4391,6243,23,ignored
9450,6244,21,dismissed
4074,6245,47,dismissed
8749,6246,21,opened
9388,6247,24,ignored
2843,6248,45,ignored
5616,6249,56,opened
2649,6250,15,dismissed
6171,6251,34,opened
4223,6252,13,opened
3363,6253,44,ignored
2746,6254,51,opened
3952,6255,36,ignored
1307,6256,19,ignored
2799,6257,29,opened
6789,6258,36,dismissed
7036,6259,12,ignored
1851,6260,34,ignored
9352,6261,51,dismissed
9254,6262,3,dismissed
6781,6263,25,ignored
5983,6264,7,dismissed
3075,6265,26,dismissed
3627,6266,24,opened
1485,6267,9,dismissed
7431,6268,37,dismissed
1222,6269,39,dismissed
5563,6270,7,ignored
5424,6271,49,opened
5642,6272,28,ignored
5848,6273,2,ignored
5535,6274,31,ignored
3357,6275,26,ignored
7909,6276,15,dismissed
8752,6277,11,dismissed
9192,6278,35,ignored
9223,6279,34,dismissed
4237,6280,39,opened
5069,6281,9,opened
