customernumber,Top Categories,Total Interactions
5345,"[['Finance', 'Stock Market']]",1
5346,"[['Banking', 'Account Opening'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5347,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
5349,"[['Banking', 'Account Opening']]",1
5351,"[['Finance', 'Loans']]",1
5352,"[['Finance', 'Loans']]",1
5353,"[['Finance', 'Forex']]",1
5354,"[['Finance', 'Forex']]",1
5355,"[['Finance', 'Forex']]",1
5356,"[['Banking', 'Account Opening']]",1
5357,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5358,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5359,"[['Banking', 'Savings']]",1
5360,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5362,"[['Finance', 'Loans']]",1
5363,"[['Banking', 'Account Opening'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5364,"[['Banking', 'Savings'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
5366,"[['Finance', 'Stock Market']]",2
5367,"[['Finance', 'Stock Market']]",1
5368,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
5370,"[['Banking', 'Account Opening']]",1
5372,"[['Finance', 'Loans']]",1
5373,"[['Finance', 'Loans']]",1
5374,"[['Banking', 'Transfers'], ['Banking', 'Savings']]",3
5375,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5376,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5377,"[['Finance', 'Stock Market']]",1
5379,"[['Banking', 'Transfers']]",1
5381,"[['Finance', 'Loans']]",1
5382,"[['Banking', 'Account Opening']]",1
5384,"[['Finance', 'Loans']]",1
5385,"[['Finance', 'Stock Market']]",1
5386,"[['Finance', 'Loans']]",2
5390,"[['Finance', 'Stock Market']]",1
5392,"[['Banking', 'Transfers']]",1
5393,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5394,"[['Banking', 'Account Opening'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5396,"[['Finance', 'Stock Market']]",1
5397,"[['Banking', 'Savings']]",1
5398,"[['Banking', 'Savings']]",1
5399,"[['Finance', 'Forex']]",2
5402,"[['Finance', 'Stock Market']]",1
5403,"[['Finance', 'Stock Market']]",1
5405,"[['Finance', 'Loans']]",1
5406,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
5407,"[['Finance', 'Loans']]",1
5408,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5411,"[['Finance', 'Loans']]",1
5412,"[['Finance', 'Stock Market']]",1
5413,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
5414,"[['Finance', 'Loans']]",1
5415,"[['Banking', 'Account Opening']]",1
5417,"[['Finance', 'Forex']]",2
5418,"[['Finance', 'Loans']]",1
5419,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
5421,"[['Finance', 'Loans']]",1
5422,"[['Banking', 'Savings']]",1
5424,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5425,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
5427,"[['Banking', 'Savings']]",1
5428,"[['Finance', 'Loans']]",2
5429,"[['Finance', 'Loans']]",1
5433,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5434,"[['Finance', 'Loans']]",1
5436,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5437,"[['Finance', 'Forex']]",1
5438,"[['Finance', 'Loans']]",1
5439,"[['Banking', 'Transfers']]",1
5443,"[['Finance', 'Forex']]",1
5444,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
5445,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5446,"[['Finance', 'Stock Market']]",2
5448,"[['Banking', 'Account Opening']]",1
5449,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
5450,"[['Finance', 'Loans']]",1
5451,"[['Finance', 'Loans']]",1
5453,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
5455,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5456,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5457,"[['Finance', 'Stock Market']]",1
5458,"[['Finance', 'Loans']]",1
5459,"[['Finance', 'Forex']]",1
5460,"[['Finance', 'Stock Market']]",1
5461,"[['Finance', 'Forex']]",1
5462,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
5463,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5468,"[['Banking', 'Account Opening']]",1
5469,"[['Finance', 'Loans']]",1
5470,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5472,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
5474,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5475,"[['Banking', 'Account Opening']]",1
5476,"[['Finance', 'Stock Market'], ['Banking', 'Savings']]",3
5478,"[['Banking', 'Savings']]",1
5479,"[['Banking', 'Transfers']]",1
5480,"[['Finance', 'Forex']]",1
5481,"[['Finance', 'Loans']]",1
5482,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5483,"[['Finance', 'Forex']]",1
5484,"[['Finance', 'Loans']]",1
5485,"[['Finance', 'Stock Market']]",1
5486,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5487,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5488,"[['Banking', 'Transfers']]",1
5489,"[['Finance', 'Stock Market']]",1
5490,"[['Banking', 'Transfers']]",1
5492,"[['Finance', 'Stock Market'], ['Banking', 'Savings'], ['Finance', 'Loans']]",4
5493,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
5494,"[['Finance', 'Forex']]",1
5497,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",4
5498,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5501,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5503,"[['Finance', 'Forex']]",2
5504,"[['Finance', 'Forex']]",1
5505,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5506,"[['Finance', 'Forex']]",1
5507,"[['Finance', 'Loans']]",1
5509,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
5510,"[['Finance', 'Forex']]",1
5512,"[['Banking', 'Savings']]",1
5513,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5514,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5515,"[['Banking', 'Savings']]",1
5516,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
5517,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
5518,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
5519,"[['Finance', 'Loans'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",4
5520,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5521,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5524,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
5525,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5526,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5527,"[['Finance', 'Stock Market']]",2
5528,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",4
5529,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
5530,"[['Finance', 'Forex']]",1
5531,"[['Finance', 'Forex']]",1
5532,"[['Finance', 'Forex']]",2
5535,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5537,"[['Finance', 'Forex']]",1
5539,"[['Banking', 'Savings']]",1
5541,"[['Finance', 'Forex']]",2
5543,"[['Finance', 'Loans']]",1
5544,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
5545,"[['Finance', 'Loans']]",1
5546,"[['Banking', 'Transfers']]",1
5548,"[['Finance', 'Forex']]",1
5549,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5550,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5551,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5552,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5553,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5554,"[['Banking', 'Savings']]",1
5555,"[['Finance', 'Loans']]",2
5556,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5557,"[['Finance', 'Forex']]",2
5558,"[['Finance', 'Forex'], ['Banking', 'Account Opening'], ['Finance', 'Loans']]",4
5559,"[['Banking', 'Savings']]",1
5560,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5561,"[['Finance', 'Forex']]",1
5563,"[['Banking', 'Account Opening'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5564,"[['Banking', 'Account Opening']]",1
5565,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5567,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5568,"[['Banking', 'Savings']]",1
5569,"[['Finance', 'Loans']]",1
5572,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5573,"[['Banking', 'Savings']]",1
5574,"[['Finance', 'Forex']]",1
5575,"[['Finance', 'Stock Market']]",1
5576,"[['Finance', 'Loans']]",1
5580,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
5581,"[['Finance', 'Forex']]",1
5583,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5584,"[['Finance', 'Forex']]",1
5585,"[['Banking', 'Savings']]",1
5587,"[['Banking', 'Savings'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
5588,"[['Finance', 'Stock Market']]",2
5596,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5597,"[['Finance', 'Loans']]",1
5598,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5599,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
5601,"[['Banking', 'Account Opening']]",1
5602,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
5603,"[['Finance', 'Loans']]",1
5604,"[['Banking', 'Transfers']]",1
5605,"[['Banking', 'Account Opening']]",1
5606,"[['Finance', 'Forex']]",1
5607,"[['Banking', 'Account Opening']]",1
5608,"[['Banking', 'Account Opening']]",1
5609,"[['Finance', 'Forex']]",1
5611,"[['Finance', 'Forex']]",1
5614,"[['Finance', 'Loans']]",1
5615,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
5616,"[['Finance', 'Loans']]",1
5618,"[['Finance', 'Stock Market']]",2
5620,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5621,"[['Finance', 'Stock Market']]",2
5623,"[['Finance', 'Forex']]",1
5624,"[['Finance', 'Loans']]",1
5625,"[['Finance', 'Stock Market']]",2
5626,"[['Finance', 'Loans']]",1
5627,"[['Finance', 'Loans']]",1
5629,"[['Finance', 'Loans']]",1
5630,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
5632,"[['Finance', 'Loans']]",1
5633,"[['Finance', 'Loans']]",1
5634,"[['Banking', 'Account Opening']]",2
5635,"[['Finance', 'Stock Market']]",1
5636,"[['Banking', 'Account Opening']]",1
5637,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
5638,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
5639,"[['Finance', 'Loans']]",1
5640,"[['Finance', 'Loans']]",1
5641,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
5642,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5644,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5645,"[['Banking', 'Transfers']]",1
5647,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
5648,"[['Finance', 'Loans']]",2
5649,"[['Finance', 'Loans'], ['Banking', 'Savings'], ['Finance', 'Stock Market']]",4
5650,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
5652,"[['Banking', 'Transfers']]",1
5656,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
5657,"[['Finance', 'Loans'], ['Banking', 'Savings'], ['Finance', 'Forex']]",4
5659,"[['Finance', 'Forex']]",1
5661,"[['Banking', 'Savings']]",1
5662,"[['Finance', 'Loans']]",1
5663,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",3
5664,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5665,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5666,"[['Finance', 'Forex']]",1
5667,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5668,"[['Finance', 'Loans']]",1
5669,"[['Banking', 'Account Opening']]",1
5672,"[['Finance', 'Loans']]",2
5673,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5674,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",5
5677,"[['Finance', 'Loans']]",2
5678,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
5679,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5681,"[['Finance', 'Loans']]",1
5682,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
5683,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
5686,"[['Finance', 'Loans']]",1
5687,"[['Banking', 'Transfers']]",1
5688,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
5693,"[['Finance', 'Stock Market']]",1
5694,"[['Finance', 'Loans']]",1
5695,"[['Finance', 'Loans']]",1
5696,"[['Finance', 'Stock Market']]",1
5697,"[['Finance', 'Forex']]",1
5699,"[['Finance', 'Loans']]",1
5700,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
5701,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
5702,"[['Finance', 'Loans']]",1
5706,"[['Finance', 'Loans']]",1
5707,"[['Finance', 'Loans']]",1
5708,"[['Finance', 'Forex']]",1
5709,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
5710,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5713,"[['Banking', 'Transfers'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5714,"[['Banking', 'Savings']]",1
5715,"[['Finance', 'Forex']]",2
5716,"[['Finance', 'Forex']]",1
5717,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening']]",3
5719,"[['Banking', 'Account Opening']]",2
5720,"[['Finance', 'Forex'], ['Banking', 'Savings']]",3
5721,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5722,"[['Finance', 'Stock Market']]",1
5723,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
5725,"[['Finance', 'Stock Market']]",1
5726,"[['Finance', 'Stock Market']]",1
5727,"[['Banking', 'Account Opening']]",1
5729,"[['Banking', 'Savings'], ['Finance', 'Loans']]",3
5730,"[['Banking', 'Transfers']]",1
5731,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5732,"[['Finance', 'Forex']]",1
5737,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5738,"[['Finance', 'Loans']]",1
5739,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5740,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5742,"[['Finance', 'Loans']]",2
5743,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",4
5745,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5747,"[['Finance', 'Stock Market']]",1
5748,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",4
5749,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5753,"[['Finance', 'Forex']]",1
5755,"[['Finance', 'Stock Market']]",2
5757,"[['Finance', 'Loans']]",1
5758,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5759,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5760,"[['Finance', 'Loans']]",2
5761,"[['Finance', 'Stock Market']]",1
5762,"[['Finance', 'Forex']]",1
5763,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
5766,"[['Banking', 'Transfers']]",1
5767,"[['Finance', 'Loans']]",1
5769,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5770,"[['Finance', 'Forex'], ['Banking', 'Account Opening']]",3
5772,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
5773,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5774,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5775,"[['Finance', 'Forex']]",1
5776,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
5777,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
5778,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
5779,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5780,"[['Finance', 'Loans']]",1
5781,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5782,"[['Finance', 'Forex'], ['Banking', 'Transfers']]",3
5783,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
5784,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
5785,"[['Finance', 'Stock Market']]",2
5786,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5789,"[['Banking', 'Savings']]",1
5790,"[['Finance', 'Stock Market']]",2
5791,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5794,"[['Finance', 'Stock Market']]",2
5795,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5797,"[['Finance', 'Forex']]",1
5798,"[['Finance', 'Forex']]",1
5799,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5801,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5802,"[['Finance', 'Forex']]",1
5803,"[['Banking', 'Account Opening'], ['Banking', 'Savings'], ['Finance', 'Forex']]",3
5804,"[['Finance', 'Forex']]",2
5805,"[['Banking', 'Savings']]",1
5809,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5810,"[['Finance', 'Stock Market']]",1
5812,"[['Finance', 'Forex']]",1
5814,"[['Finance', 'Stock Market']]",1
5815,"[['Finance', 'Loans']]",1
5817,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5818,"[['Finance', 'Loans']]",1
5819,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5820,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5821,"[['Finance', 'Loans']]",1
5822,"[['Finance', 'Loans'], ['Banking', 'Transfers'], ['Finance', 'Forex']]",4
5823,"[['Finance', 'Stock Market']]",2
5825,"[['Banking', 'Savings']]",1
5828,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
5829,"[['Finance', 'Forex'], ['Banking', 'Savings'], ['Finance', 'Stock Market']]",4
5831,"[['Finance', 'Forex']]",1
5833,"[['Banking', 'Account Opening']]",1
5834,"[['Finance', 'Stock Market']]",1
5835,"[['Finance', 'Stock Market']]",1
5837,"[['Finance', 'Forex']]",1
5838,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5841,"[['Finance', 'Forex']]",1
5842,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
5843,"[['Banking', 'Account Opening']]",1
5844,"[['Finance', 'Forex']]",1
5845,"[['Banking', 'Transfers']]",1
5846,"[['Finance', 'Loans']]",1
5848,"[['Finance', 'Forex']]",1
5849,"[['Banking', 'Savings']]",1
5851,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5852,"[['Finance', 'Loans']]",1
5853,"[['Banking', 'Account Opening']]",1
5854,"[['Finance', 'Stock Market']]",1
5855,"[['Finance', 'Loans']]",1
5857,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5858,"[['Finance', 'Loans']]",3
5859,"[['Finance', 'Forex']]",1
5862,"[['Banking', 'Account Opening']]",1
5863,"[['Finance', 'Loans']]",1
5870,"[['Banking', 'Savings']]",2
5871,"[['Finance', 'Loans']]",1
5872,"[['Finance', 'Loans'], ['Banking', 'Transfers']]",3
5876,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5878,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
5880,"[['Finance', 'Forex']]",1
5882,"[['Finance', 'Stock Market']]",1
5883,"[['Banking', 'Transfers']]",1
5884,"[['Banking', 'Savings']]",1
5885,"[['Finance', 'Loans']]",1
5886,"[['Finance', 'Stock Market']]",1
5887,"[['Finance', 'Forex']]",1
5888,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
5889,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5890,"[['Banking', 'Account Opening']]",1
5893,"[['Banking', 'Account Opening'], ['Banking', 'Savings'], ['Finance', 'Forex']]",3
5894,"[['Finance', 'Stock Market']]",1
5895,"[['Finance', 'Stock Market']]",1
5896,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5897,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
5898,"[['Banking', 'Savings']]",1
5899,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5901,"[['Finance', 'Loans'], ['Banking', 'Account Opening'], ['Banking', 'Transfers']]",4
5903,"[['Banking', 'Transfers']]",1
5904,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
5905,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5909,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
5912,"[['Finance', 'Forex'], ['Banking', 'Account Opening']]",3
5913,"[['Finance', 'Loans']]",2
5914,"[['Finance', 'Loans']]",1
5917,"[['Finance', 'Stock Market']]",1
5918,"[['Banking', 'Transfers']]",1
5919,"[['Finance', 'Forex']]",1
5920,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",4
5921,"[['Finance', 'Forex']]",1
5922,"[['Banking', 'Account Opening'], ['Banking', 'Savings'], ['Banking', 'Transfers']]",3
5923,"[['Banking', 'Transfers']]",1
5924,"[['Banking', 'Transfers']]",2
5926,"[['Finance', 'Stock Market']]",1
5927,"[['Finance', 'Forex']]",1
5929,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
5930,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
5931,"[['Finance', 'Stock Market']]",1
5932,"[['Finance', 'Forex']]",1
5933,"[['Banking', 'Savings']]",1
5934,"[['Finance', 'Stock Market']]",2
5937,"[['Finance', 'Stock Market']]",1
5938,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5939,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
5940,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5941,"[['Banking', 'Account Opening']]",1
5942,"[['Finance', 'Loans']]",1
5943,"[['Finance', 'Stock Market']]",1
5945,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5946,"[['Banking', 'Account Opening']]",1
5947,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
5948,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
5950,"[['Banking', 'Account Opening']]",1
5951,"[['Banking', 'Account Opening']]",1
5952,"[['Finance', 'Loans']]",1
5953,"[['Banking', 'Transfers']]",1
5954,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5956,"[['Banking', 'Account Opening']]",1
5957,"[['Finance', 'Stock Market']]",1
5958,"[['Finance', 'Loans']]",1
5961,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
5962,"[['Finance', 'Stock Market']]",1
5963,"[['Finance', 'Forex']]",1
5964,"[['Finance', 'Forex'], ['Finance', 'Loans']]",4
5965,"[['Finance', 'Loans']]",2
5967,"[['Finance', 'Forex']]",2
5969,"[['Finance', 'Loans'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",4
5970,"[['Finance', 'Loans']]",1
5971,"[['Finance', 'Forex'], ['Finance', 'Loans']]",4
5972,"[['Finance', 'Stock Market']]",1
5973,"[['Finance', 'Stock Market']]",1
5974,"[['Finance', 'Stock Market']]",1
5975,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
5977,"[['Finance', 'Stock Market']]",1
5978,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
5979,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
5980,"[['Finance', 'Forex']]",1
5981,"[['Finance', 'Stock Market']]",1
5982,"[['Finance', 'Forex']]",1
5983,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
5984,"[['Finance', 'Loans']]",2
5985,"[['Finance', 'Stock Market']]",1
5988,"[['Finance', 'Stock Market']]",2
5989,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
5990,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
5991,"[['Finance', 'Stock Market']]",1
5994,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
5996,"[['Banking', 'Account Opening']]",1
5998,"[['Banking', 'Account Opening']]",1
5999,"[['Finance', 'Loans']]",1
6000,"[['Finance', 'Loans']]",1
6001,"[['Finance', 'Forex']]",1
6003,"[['Finance', 'Stock Market']]",1
6005,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6006,"[['Finance', 'Forex']]",1
6007,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6008,"[['Finance', 'Stock Market']]",1
6009,"[['Finance', 'Loans']]",2
6010,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
6011,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
6012,"[['Finance', 'Forex']]",1
6013,"[['Finance', 'Forex']]",3
6014,"[['Banking', 'Account Opening']]",1
6015,"[['Banking', 'Account Opening']]",1
6018,"[['Finance', 'Stock Market']]",1
6019,"[['Banking', 'Account Opening']]",1
6020,"[['Finance', 'Stock Market'], ['Banking', 'Savings']]",3
6021,"[['Finance', 'Forex']]",1
6022,"[['Banking', 'Account Opening']]",1
6023,"[['Finance', 'Stock Market']]",1
6024,"[['Finance', 'Stock Market']]",1
6029,"[['Finance', 'Stock Market']]",1
6031,"[['Finance', 'Stock Market']]",1
6032,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
6033,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
6036,"[['Finance', 'Forex']]",1
6037,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6039,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6040,"[['Finance', 'Stock Market']]",1
6045,"[['Banking', 'Transfers']]",1
6047,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
6048,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
6049,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
6050,"[['Banking', 'Transfers']]",2
6051,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
6053,"[['Finance', 'Loans']]",1
6054,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Loans']]",3
6055,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
6056,"[['Finance', 'Forex'], ['Finance', 'Loans']]",4
