customernumber,category,subcategory,interest_count
8405,Finance,Forex,1
8400,Finance,Forex,1
8398,Finance,Stock Market,1
8396,Finance,Loans,1
8396,Finance,Forex,1
8394,Finance,Forex,1
8427,Finance,Stock Market,1
8430,Finance,Forex,1
8331,Finance,Stock Market,1
8434,Finance,Forex,1
8469,Banking,Savings,1
8468,Banking,Account Opening,1
8466,Finance,Forex,1
8464,Banking,Account Opening,1
8461,Finance,Forex,1
8461,Banking,Savings,1
8461,Banking,Account Opening,1
8460,Banking,Transfers,1
8459,Finance,Loans,1
8459,Finance,Forex,1
8457,Finance,Loans,1
8457,Finance,Forex,1
8456,Banking,Savings,1
8454,Finance,Stock Market,1
8454,Finance,Loans,1
8454,Banking,Savings,1
8453,Finance,Stock Market,1
8452,Finance,Stock Market,1
8449,Finance,Loans,1
8448,Finance,Stock Market,1
8445,Finance,Loans,1
8444,Finance,Stock Market,1
8444,Finance,Forex,1
8444,Banking,Transfers,1
8441,Banking,Savings,1
8440,Finance,Forex,1
8438,Finance,Stock Market,1
8436,Finance,Forex,1
8435,Finance,Stock Market,1
8392,Finance,Loans,1
8392,Banking,Transfers,1
8391,Finance,Loans,1
8390,Finance,Forex,1
8359,Finance,Stock Market,1
8358,Finance,Stock Market,1
8358,Finance,Loans,1
8357,Finance,Loans,1
8357,Finance,Forex,1
8355,Finance,Stock Market,1
8354,Finance,Stock Market,1
8354,Banking,Transfers,1
8353,Finance,Loans,1
8352,Banking,Transfers,1
8351,Finance,Stock Market,1
8349,Finance,Loans,1
8349,Finance,Forex,1
8348,Banking,Transfers,1
8347,Finance,Stock Market,1
8347,Finance,Loans,1
8346,Finance,Forex,1
8345,Banking,Savings,1
8343,Finance,Forex,1
8343,Banking,Account Opening,1
8342,Finance,Stock Market,1
8341,Finance,Loans,1
8340,Finance,Stock Market,1
8340,Finance,Forex,1
8337,Finance,Stock Market,1
8337,Banking,Transfers,1
8336,Finance,Stock Market,1
8336,Finance,Loans,1
8336,Finance,Forex,1
8360,Banking,Savings,1
8362,Finance,Loans,1
8363,Finance,Forex,1
8379,Finance,Stock Market,1
8388,Finance,Stock Market,1
8388,Banking,Transfers,1
8387,Finance,Stock Market,1
8387,Finance,Loans,1
8387,Banking,Account Opening,1
8385,Banking,Transfers,1
8384,Finance,Stock Market,1
8382,Finance,Stock Market,1
8381,Finance,Stock Market,1
8381,Finance,Loans,1
8381,Finance,Forex,1
8380,Finance,Stock Market,1
8380,Finance,Loans,1
8378,Finance,Stock Market,1
8364,Finance,Stock Market,1
8378,Banking,Transfers,1
8377,Finance,Loans,1
8377,Banking,Savings,1
8374,Finance,Loans,1
8372,Finance,Loans,1
8371,Finance,Stock Market,1
8371,Finance,Forex,1
8369,Finance,Forex,1
8368,Finance,Stock Market,1
8368,Banking,Savings,1
8367,Finance,Stock Market,1
8366,Finance,Forex,1
8366,Banking,Transfers,1
5710,Finance,Stock Market,1
5472,Banking,Transfers,1
5709,Banking,Transfers,1
2641,Banking,Transfers,1
2640,Finance,Loans,1
2639,Banking,Account Opening,1
2638,Finance,Stock Market,1
2638,Finance,Forex,1
2635,Finance,Stock Market,1
2635,Finance,Loans,1
2635,Finance,Forex,1
2634,Finance,Loans,1
2634,Finance,Forex,1
2632,Finance,Forex,1
2631,Banking,Savings,1
2628,Finance,Loans,1
2627,Finance,Loans,1
2627,Finance,Forex,1
2627,Banking,Account Opening,1
2626,Finance,Forex,1
2624,Finance,Stock Market,1
2623,Finance,Loans,1
2622,Finance,Loans,1
2621,Banking,Account Opening,1
2620,Finance,Loans,1
2620,Banking,Account Opening,1
2617,Finance,Stock Market,1
2617,Finance,Loans,1
2617,Finance,Forex,1
2617,Banking,Account Opening,1
2616,Finance,Stock Market,1
2616,Finance,Forex,1
2616,Banking,Savings,1
2640,Finance,Stock Market,1
2642,Banking,Account Opening,1
2615,Banking,Transfers,1
2642,Finance,Forex,1
2684,Banking,Account Opening,1
2683,Finance,Forex,1
2681,Finance,Loans,1
2681,Banking,Account Opening,1
2679,Finance,Loans,1
2679,Finance,Forex,1
2679,Banking,Account Opening,1
2678,Banking,Account Opening,1
2677,Banking,Savings,1
2675,Finance,Stock Market,1
2673,Finance,Forex,1
2672,Finance,Forex,1
2671,Finance,Stock Market,1
2671,Finance,Forex,1
2670,Finance,Stock Market,1
2670,Finance,Loans,1
2668,Banking,Savings,1
2665,Finance,Stock Market,1
2659,Finance,Loans,1
2659,Banking,Savings,1
2658,Finance,Loans,1
2657,Banking,Transfers,1
2654,Finance,Stock Market,1
2654,Banking,Savings,1
2652,Banking,Savings,1
2649,Finance,Forex,1
2647,Finance,Stock Market,1
2646,Banking,Account Opening,1
2645,Banking,Savings,1
2615,Finance,Stock Market,1
2614,Finance,Loans,1
2687,Banking,Transfers,1
2571,Finance,Stock Market,1
2570,Finance,Stock Market,1
2569,Finance,Forex,1
2569,Banking,Savings,1
2567,Finance,Stock Market,1
2567,Finance,Loans,1
2566,Finance,Stock Market,1
2565,Finance,Stock Market,1
2561,Finance,Forex,1
2561,Banking,Transfers,1
2559,Banking,Savings,1
2558,Banking,Savings,1
2556,Finance,Loans,1
2556,Finance,Forex,1
2554,Finance,Stock Market,1
2554,Finance,Forex,1
2553,Finance,Forex,1
2553,Banking,Account Opening,1
2551,Banking,Savings,1
2550,Finance,Stock Market,1
2550,Finance,Loans,1
2548,Banking,Account Opening,1
2547,Finance,Stock Market,1
2544,Finance,Forex,1
2544,Banking,Transfers,1
2543,Finance,Stock Market,1
2543,Finance,Loans,1
2541,Banking,Account Opening,1
2540,Finance,Forex,1
2539,Banking,Transfers,1
2571,Banking,Transfers,1
2573,Finance,Loans,1
2610,Finance,Loans,1
2576,Banking,Savings,1
2609,Finance,Loans,1
2609,Finance,Forex,1
2608,Finance,Loans,1
2605,Finance,Stock Market,1
2603,Finance,Stock Market,1
2602,Banking,Transfers,1
2601,Finance,Stock Market,1
2598,Finance,Forex,1
2598,Banking,Transfers,1
2597,Finance,Loans,1
2596,Banking,Savings,1
2595,Finance,Forex,1
2595,Banking,Account Opening,1
2594,Finance,Loans,1
2594,Finance,Forex,1
2594,Banking,Account Opening,1
2592,Finance,Stock Market,1
2592,Finance,Loans,1
2592,Finance,Forex,1
2587,Finance,Stock Market,1
2586,Banking,Savings,1
2585,Finance,Stock Market,1
2584,Finance,Forex,1
2582,Finance,Forex,1
2581,Finance,Stock Market,1
2580,Banking,Savings,1
2577,Finance,Loans,1
2577,Banking,Transfers,1
2576,Finance,Stock Market,1
2686,Finance,Forex,1
2688,Finance,Loans,1
2226,Finance,Stock Market,1
2796,Banking,Savings,1
2794,Finance,Loans,1
2793,Finance,Forex,1
2789,Banking,Savings,1
2787,Finance,Forex,1
2785,Finance,Loans,1
2784,Finance,Forex,1
2784,Banking,Savings,1
2783,Finance,Loans,1
2783,Finance,Forex,1
2782,Finance,Forex,1
2781,Finance,Forex,1
2780,Finance,Stock Market,1
2780,Finance,Loans,1
2780,Finance,Forex,1
2779,Banking,Account Opening,1
2778,Finance,Loans,1
2778,Finance,Forex,1
2777,Finance,Loans,1
2774,Finance,Loans,1
2771,Finance,Loans,1
2770,Finance,Forex,1
2770,Banking,Savings,1
2768,Finance,Loans,1
2768,Banking,Transfers,1
2767,Finance,Loans,1
2765,Finance,Loans,1
2762,Banking,Transfers,1
2761,Finance,Stock Market,1
2761,Finance,Loans,1
2795,Finance,Stock Market,1
2796,Banking,Transfers,1
2759,Banking,Account Opening,1
2797,Banking,Savings,1
2823,Banking,Account Opening,1
2822,Finance,Loans,1
2821,Finance,Stock Market,1
2820,Finance,Stock Market,1
2820,Finance,Forex,1
2820,Banking,Transfers,1
2818,Finance,Loans,1
2818,Finance,Forex,1
2817,Finance,Loans,1
2816,Banking,Transfers,1
2815,Finance,Stock Market,1
2815,Finance,Loans,1
2815,Banking,Savings,1
2814,Finance,Stock Market,1
2812,Finance,Loans,1
2811,Finance,Forex,1
2810,Finance,Loans,1
2810,Finance,Forex,1
2807,Finance,Stock Market,1
2806,Finance,Stock Market,1
2804,Finance,Loans,1
2803,Finance,Loans,1
2802,Finance,Stock Market,1
2801,Finance,Loans,1
2801,Finance,Forex,1
2801,Banking,Account Opening,1
2800,Finance,Loans,1
2800,Finance,Forex,1
2799,Finance,Stock Market,1
2759,Finance,Loans,1
2758,Finance,Stock Market,1
2689,Finance,Forex,1
2725,Finance,Loans,1
2723,Finance,Forex,1
2723,Banking,Account Opening,1
2722,Finance,Stock Market,1
2722,Banking,Transfers,1
2721,Finance,Forex,1
2720,Finance,Forex,1
2719,Banking,Account Opening,1
2717,Finance,Loans,1
2717,Finance,Forex,1
2715,Finance,Loans,1
2713,Banking,Savings,1
2709,Finance,Stock Market,1
2709,Banking,Savings,1
2708,Finance,Stock Market,1
2706,Finance,Stock Market,1
2706,Finance,Loans,1
2705,Banking,Savings,1
2702,Banking,Account Opening,1
2701,Finance,Stock Market,1
2701,Banking,Savings,1
2699,Finance,Forex,1
2698,Finance,Loans,1
2697,Finance,Forex,1
2696,Finance,Forex,1
2694,Finance,Loans,1
2694,Banking,Savings,1
2693,Finance,Loans,1
2690,Finance,Stock Market,1
2690,Finance,Loans,1
2725,Banking,Account Opening,1
2727,Banking,Savings,1
2758,Finance,Forex,1
2727,Finance,Stock Market,1
2757,Finance,Forex,1
2757,Banking,Account Opening,1
2756,Finance,Loans,1
2755,Finance,Stock Market,1
2755,Finance,Forex,1
2754,Finance,Forex,1
2753,Finance,Forex,1
2745,Finance,Stock Market,1
2743,Finance,Stock Market,1
2743,Finance,Forex,1
2742,Finance,Forex,1
2742,Banking,Savings,1
2741,Finance,Stock Market,1
2741,Finance,Forex,1
2741,Banking,Account Opening,1
2740,Finance,Forex,1
2739,Finance,Stock Market,1
2737,Banking,Transfers,1
2735,Finance,Forex,1
2735,Banking,Transfers,1
2734,Finance,Stock Market,1
2733,Finance,Stock Market,1
2732,Finance,Stock Market,1
2732,Finance,Loans,1
2732,Finance,Forex,1
2730,Banking,Savings,1
2729,Finance,Forex,1
2728,Banking,Savings,1
2728,Banking,Account Opening,1
2538,Banking,Transfers,1
2537,Finance,Loans,1
2535,Finance,Loans,1
2338,Finance,Loans,1
2337,Finance,Forex,1
2335,Finance,Forex,1
2332,Finance,Loans,1
2332,Finance,Forex,1
2328,Banking,Transfers,1
2327,Banking,Savings,1
2325,Finance,Loans,1
2320,Finance,Loans,1
2320,Banking,Savings,1
2318,Finance,Stock Market,1
2318,Finance,Forex,1
2317,Banking,Savings,1
2315,Finance,Forex,1
2315,Banking,Savings,1
2314,Finance,Forex,1
2313,Finance,Loans,1
2312,Finance,Forex,1
2311,Finance,Stock Market,1
2310,Banking,Transfers,1
2309,Finance,Loans,1
2308,Banking,Account Opening,1
2307,Finance,Stock Market,1
2305,Banking,Account Opening,1
2303,Banking,Savings,1
2302,Finance,Loans,1
2302,Banking,Account Opening,1
2301,Finance,Stock Market,1
2300,Finance,Loans,1
2298,Finance,Stock Market,1
2338,Banking,Transfers,1
2339,Finance,Forex,1
2298,Finance,Forex,1
2339,Finance,Loans,1
2380,Banking,Savings,1
2379,Finance,Loans,1
2379,Banking,Account Opening,1
2376,Finance,Stock Market,1
2375,Finance,Stock Market,1
2373,Finance,Forex,1
2372,Finance,Loans,1
2371,Banking,Account Opening,1
2370,Finance,Stock Market,1
2369,Finance,Forex,1
2368,Finance,Forex,1
2367,Banking,Account Opening,1
2366,Finance,Stock Market,1
2366,Finance,Loans,1
2365,Finance,Forex,1
2365,Banking,Transfers,1
2363,Banking,Transfers,1
2362,Finance,Loans,1
2362,Finance,Forex,1
2357,Finance,Forex,1
2355,Finance,Loans,1
2353,Finance,Forex,1
2352,Finance,Stock Market,1
2351,Finance,Forex,1
2347,Finance,Stock Market,1
2344,Banking,Account Opening,1
2343,Finance,Forex,1
2341,Finance,Forex,1
2340,Finance,Stock Market,1
2298,Finance,Loans,1
2297,Finance,Loans,1
2534,Finance,Loans,1
2269,Banking,Transfers,1
2267,Banking,Transfers,1
2264,Finance,Forex,1
2264,Banking,Savings,1
2262,Finance,Loans,1
2261,Finance,Stock Market,1
2259,Finance,Stock Market,1
2258,Finance,Stock Market,1
2258,Banking,Account Opening,1
2256,Finance,Loans,1
2255,Finance,Stock Market,1
2252,Finance,Stock Market,1
2251,Finance,Stock Market,1
2249,Finance,Loans,1
2248,Finance,Stock Market,1
2248,Finance,Loans,1
2247,Banking,Account Opening,1
2245,Finance,Loans,1
2245,Finance,Forex,1
2245,Banking,Savings,1
2243,Finance,Stock Market,1
2242,Banking,Savings,1
2241,Finance,Loans,1
2241,Banking,Transfers,1
2240,Finance,Stock Market,1
2237,Finance,Loans,1
2232,Banking,Savings,1
2231,Banking,Account Opening,1
2230,Banking,Account Opening,1
2229,Finance,Forex,1
2267,Finance,Forex,1
2269,Finance,Forex,1
2295,Finance,Loans,1
2272,Banking,Account Opening,1
2295,Finance,Forex,1
2293,Finance,Stock Market,1
2290,Finance,Loans,1
2290,Finance,Forex,1
2288,Finance,Loans,1
2288,Finance,Forex,1
2288,Banking,Transfers,1
2287,Finance,Stock Market,1
2287,Finance,Forex,1
2286,Finance,Loans,1
2285,Finance,Loans,1
2284,Finance,Forex,1
2283,Finance,Stock Market,1
2283,Banking,Savings,1
2282,Finance,Stock Market,1
2282,Banking,Savings,1
2281,Finance,Loans,1
2281,Finance,Forex,1
2281,Banking,Account Opening,1
2280,Finance,Loans,1
2278,Finance,Forex,1
2277,Finance,Loans,1
2276,Finance,Loans,1
2276,Finance,Forex,1
2275,Finance,Forex,1
2273,Finance,Forex,1
2273,Banking,Transfers,1
2272,Finance,Forex,1
2272,Banking,Transfers,1
2380,Finance,Stock Market,1
2381,Finance,Loans,1
2381,Finance,Stock Market,1
2492,Banking,Transfers,1
2491,Finance,Forex,1
2489,Finance,Loans,1
2487,Finance,Stock Market,1
2486,Banking,Transfers,1
2485,Finance,Forex,1
2484,Banking,Savings,1
2482,Finance,Stock Market,1
2479,Finance,Loans,1
2478,Finance,Stock Market,1
2478,Finance,Forex,1
2478,Banking,Transfers,1
2477,Finance,Stock Market,1
2476,Finance,Stock Market,1
2471,Banking,Savings,1
2468,Banking,Savings,1
2467,Finance,Stock Market,1
2467,Banking,Transfers,1
2467,Banking,Savings,1
2464,Finance,Stock Market,1
2463,Finance,Forex,1
2462,Finance,Loans,1
2461,Banking,Account Opening,1
2459,Finance,Loans,1
2459,Finance,Forex,1
2458,Finance,Loans,1
2456,Finance,Stock Market,1
2456,Finance,Loans,1
2456,Finance,Forex,1
2454,Finance,Stock Market,1
2491,Finance,Stock Market,1
2494,Finance,Loans,1
2382,Finance,Stock Market,1
2495,Finance,Forex,1
2533,Finance,Forex,1
2533,Banking,Account Opening,1
2529,Finance,Loans,1
2528,Finance,Loans,1
2523,Finance,Stock Market,1
2523,Finance,Forex,1
2523,Banking,Transfers,1
2521,Banking,Savings,1
2520,Banking,Transfers,1
2517,Finance,Forex,1
2517,Banking,Account Opening,1
2516,Finance,Loans,1
2516,Banking,Account Opening,1
2515,Finance,Stock Market,1
2514,Finance,Forex,1
2514,Banking,Savings,1
2512,Banking,Transfers,1
2512,Banking,Account Opening,1
2511,Finance,Loans,1
2511,Banking,Savings,1
2507,Banking,Account Opening,1
2504,Finance,Loans,1
2503,Banking,Account Opening,1
2502,Finance,Stock Market,1
2501,Finance,Stock Market,1
2501,Banking,Transfers,1
2499,Finance,Forex,1
2496,Finance,Stock Market,1
2495,Finance,Loans,1
2454,Finance,Loans,1
2453,Finance,Stock Market,1
2453,Finance,Loans,1
2452,Finance,Loans,1
2414,Finance,Loans,1
2414,Finance,Forex,1
2414,Banking,Savings,1
2414,Banking,Account Opening,1
2413,Finance,Forex,1
2412,Banking,Account Opening,1
2411,Finance,Stock Market,1
2407,Banking,Transfers,1
2407,Banking,Account Opening,1
2404,Banking,Savings,1
2403,Finance,Stock Market,1
2402,Banking,Account Opening,1
2401,Finance,Stock Market,1
2396,Finance,Stock Market,1
2396,Finance,Forex,1
2395,Finance,Stock Market,1
2395,Finance,Forex,1
2395,Banking,Savings,1
2394,Finance,Stock Market,1
2394,Finance,Loans,1
2393,Finance,Forex,1
2391,Finance,Stock Market,1
2391,Finance,Forex,1
2389,Banking,Savings,1
2388,Finance,Stock Market,1
2387,Finance,Forex,1
2385,Finance,Loans,1
2384,Finance,Stock Market,1
2383,Banking,Transfers,1
2416,Finance,Loans,1
2416,Finance,Stock Market,1
2417,Finance,Loans,1
2437,Banking,Transfers,1
2452,Banking,Transfers,1
2451,Finance,Stock Market,1
2451,Finance,Forex,1
2449,Finance,Stock Market,1
2448,Finance,Forex,1
2446,Finance,Forex,1
2445,Banking,Transfers,1
2444,Finance,Loans,1
2444,Finance,Forex,1
2442,Finance,Loans,1
2442,Finance,Forex,1
2440,Finance,Stock Market,1
2439,Finance,Stock Market,1
2435,Banking,Transfers,1
2419,Banking,Account Opening,1
2432,Finance,Loans,1
2430,Finance,Loans,1
2430,Banking,Savings,1
2429,Finance,Stock Market,1
2429,Finance,Loans,1
2429,Finance,Forex,1
2428,Finance,Loans,1
2427,Finance,Stock Market,1
2427,Finance,Loans,1
2424,Finance,Stock Market,1
2422,Finance,Stock Market,1
2421,Finance,Stock Market,1
2419,Finance,Forex,1
2824,Finance,Loans,1
2825,Finance,Forex,1
2827,Finance,Stock Market,1
3264,Banking,Account Opening,1
3263,Finance,Forex,1
3263,Banking,Transfers,1
3261,Banking,Transfers,1
3260,Finance,Forex,1
3259,Banking,Transfers,1
3258,Finance,Loans,1
3257,Finance,Loans,1
3256,Finance,Stock Market,1
3255,Banking,Account Opening,1
3253,Finance,Stock Market,1
3252,Finance,Stock Market,1
3251,Finance,Loans,1
3250,Banking,Account Opening,1
3246,Finance,Stock Market,1
3246,Banking,Transfers,1
3245,Finance,Forex,1
3243,Finance,Forex,1
3242,Finance,Loans,1
3242,Banking,Savings,1
3241,Finance,Forex,1
3241,Banking,Savings,1
3240,Finance,Stock Market,1
3240,Finance,Loans,1
3238,Finance,Stock Market,1
3236,Finance,Stock Market,1
3234,Finance,Stock Market,1
3233,Finance,Stock Market,1
3232,Finance,Stock Market,1
3229,Finance,Stock Market,1
3263,Finance,Loans,1
3264,Banking,Transfers,1
3229,Banking,Transfers,1
3265,Finance,Loans,1
3296,Banking,Account Opening,1
3295,Finance,Loans,1
3294,Finance,Stock Market,1
3294,Finance,Loans,1
3292,Banking,Savings,1
3291,Banking,Transfers,1
3289,Finance,Forex,1
3289,Banking,Account Opening,1
3287,Finance,Stock Market,1
3286,Finance,Stock Market,1
3285,Banking,Savings,1
3284,Banking,Account Opening,1
3282,Finance,Forex,1
3281,Finance,Forex,1
3280,Banking,Savings,1
3278,Finance,Loans,1
3278,Banking,Account Opening,1
3277,Banking,Savings,1
3275,Finance,Stock Market,1
3273,Finance,Forex,1
3273,Banking,Account Opening,1
3272,Finance,Loans,1
3271,Finance,Loans,1
3271,Finance,Forex,1
3270,Finance,Loans,1
3269,Finance,Forex,1
3267,Finance,Stock Market,1
3267,Finance,Loans,1
3266,Finance,Forex,1
3229,Finance,Loans,1
3228,Banking,Transfers,1
3149,Finance,Forex,1
3187,Finance,Loans,1
3181,Finance,Loans,1
3180,Finance,Loans,1
3179,Finance,Stock Market,1
3179,Finance,Loans,1
3178,Finance,Loans,1
3177,Finance,Forex,1
3176,Finance,Loans,1
3176,Finance,Forex,1
3176,Banking,Transfers,1
3176,Banking,Savings,1
3174,Finance,Forex,1
3174,Banking,Account Opening,1
3172,Finance,Forex,1
3170,Finance,Forex,1
3170,Banking,Transfers,1
3169,Finance,Loans,1
3168,Finance,Forex,1
3168,Banking,Transfers,1
3166,Finance,Loans,1
3166,Finance,Forex,1
3164,Banking,Account Opening,1
3163,Finance,Loans,1
3163,Finance,Forex,1
3162,Finance,Forex,1
3161,Finance,Forex,1
3159,Banking,Savings,1
3153,Finance,Forex,1
3152,Banking,Transfers,1
3150,Finance,Forex,1
3181,Finance,Stock Market,1
3189,Banking,Savings,1
3227,Banking,Savings,1
3189,Finance,Loans,1
3226,Finance,Loans,1
3225,Finance,Forex,1
3224,Finance,Loans,1
3224,Banking,Account Opening,1
3223,Banking,Savings,1
3220,Finance,Loans,1
3220,Finance,Forex,1
3219,Finance,Loans,1
3217,Banking,Account Opening,1
3213,Finance,Loans,1
3210,Finance,Stock Market,1
3206,Finance,Stock Market,1
3206,Finance,Loans,1
3205,Finance,Stock Market,1
3203,Finance,Stock Market,1
3202,Banking,Transfers,1
3200,Finance,Loans,1
3200,Banking,Account Opening,1
3198,Finance,Stock Market,1
3198,Finance,Loans,1
3198,Banking,Transfers,1
3197,Finance,Loans,1
3197,Finance,Forex,1
3196,Banking,Account Opening,1
3194,Finance,Forex,1
3194,Banking,Transfers,1
3193,Banking,Account Opening,1
3192,Finance,Forex,1
3190,Finance,Stock Market,1
3296,Finance,Stock Market,1
3297,Banking,Transfers,1
3298,Finance,Forex,1
3411,Banking,Transfers,1
3408,Finance,Stock Market,1
3407,Finance,Forex,1
3406,Finance,Loans,1
3406,Banking,Savings,1
3403,Finance,Stock Market,1
3401,Finance,Stock Market,1
3398,Finance,Stock Market,1
3398,Finance,Forex,1
3397,Finance,Loans,1
3396,Finance,Forex,1
3395,Finance,Loans,1
3395,Finance,Forex,1
3392,Finance,Loans,1
3390,Banking,Savings,1
3388,Finance,Stock Market,1
3388,Finance,Loans,1
3388,Banking,Transfers,1
3387,Finance,Loans,1
3384,Finance,Forex,1
3382,Banking,Transfers,1
3380,Finance,Stock Market,1
3379,Finance,Stock Market,1
3378,Finance,Loans,1
3378,Banking,Account Opening,1
3377,Finance,Stock Market,1
3376,Finance,Forex,1
3373,Finance,Forex,1
3371,Banking,Transfers,1
3370,Banking,Savings,1
3409,Finance,Stock Market,1
3414,Banking,Account Opening,1
3300,Banking,Transfers,1
3415,Banking,Account Opening,1
3442,Finance,Forex,1
3441,Finance,Forex,1
3440,Finance,Stock Market,1
3440,Finance,Forex,1
3438,Finance,Forex,1
3437,Finance,Forex,1
3436,Banking,Savings,1
3435,Finance,Stock Market,1
3435,Banking,Savings,1
3434,Finance,Stock Market,1
3433,Finance,Loans,1
3432,Finance,Stock Market,1
3432,Finance,Loans,1
3432,Finance,Forex,1
3430,Finance,Stock Market,1
3430,Finance,Forex,1
3430,Banking,Savings,1
3429,Finance,Stock Market,1
3427,Finance,Stock Market,1
3425,Banking,Transfers,1
3423,Finance,Stock Market,1
3419,Banking,Savings,1
3419,Banking,Account Opening,1
3417,Finance,Stock Market,1
3417,Finance,Forex,1
3417,Banking,Transfers,1
3416,Finance,Stock Market,1
3416,Finance,Loans,1
3415,Finance,Stock Market,1
3369,Banking,Transfers,1
3368,Finance,Stock Market,1
3367,Finance,Loans,1
3367,Finance,Forex,1
3331,Finance,Stock Market,1
3331,Banking,Savings,1
3329,Finance,Stock Market,1
3328,Finance,Stock Market,1
3328,Finance,Loans,1
3328,Banking,Transfers,1
3327,Finance,Stock Market,1
3325,Banking,Savings,1
3324,Finance,Stock Market,1
3324,Finance,Loans,1
3323,Finance,Loans,1
3320,Banking,Transfers,1
3319,Finance,Stock Market,1
3319,Banking,Account Opening,1
3317,Finance,Forex,1
3314,Finance,Forex,1
3314,Banking,Transfers,1
3313,Finance,Stock Market,1
3312,Banking,Account Opening,1
3311,Finance,Forex,1
3309,Banking,Savings,1
3308,Finance,Stock Market,1
3308,Finance,Forex,1
3306,Finance,Forex,1
3305,Finance,Stock Market,1
3304,Finance,Loans,1
3304,Finance,Forex,1
3304,Banking,Account Opening,1
3301,Banking,Savings,1
3333,Banking,Savings,1
3335,Banking,Savings,1
3336,Banking,Savings,1
3353,Finance,Loans,1
3365,Finance,Forex,1
3364,Finance,Forex,1
3364,Banking,Transfers,1
3363,Finance,Forex,1
3362,Finance,Loans,1
3361,Finance,Loans,1
3360,Finance,Forex,1
3357,Finance,Forex,1
3356,Finance,Loans,1
3356,Banking,Transfers,1
3355,Finance,Loans,1
3355,Finance,Forex,1
3354,Finance,Loans,1
3352,Finance,Loans,1
3342,Finance,Forex,1
3352,Banking,Savings,1
3351,Banking,Transfers,1
3351,Banking,Savings,1
3349,Finance,Loans,1
3348,Finance,Stock Market,1
3348,Banking,Savings,1
3348,Banking,Account Opening,1
3347,Finance,Forex,1
3345,Finance,Forex,1
3345,Banking,Savings,1
3344,Finance,Stock Market,1
3344,Finance,Loans,1
3343,Finance,Stock Market,1
3150,Banking,Transfers,1
3147,Finance,Stock Market,1
2828,Finance,Stock Market,1
2947,Finance,Forex,1
2946,Finance,Stock Market,1
2945,Finance,Stock Market,1
2945,Finance,Forex,1
2943,Finance,Loans,1
2942,Finance,Loans,1
2941,Finance,Loans,1
2941,Finance,Forex,1
2940,Finance,Loans,1
2940,Banking,Transfers,1
2937,Finance,Loans,1
2936,Banking,Transfers,1
2936,Banking,Savings,1
2935,Finance,Loans,1
2935,Finance,Forex,1
2933,Finance,Loans,1
2931,Finance,Forex,1
2930,Banking,Savings,1
2929,Finance,Forex,1
2928,Banking,Transfers,1
2927,Finance,Loans,1
2924,Finance,Forex,1
2921,Banking,Transfers,1
2919,Banking,Account Opening,1
2917,Finance,Stock Market,1
2917,Finance,Loans,1
2915,Banking,Transfers,1
2914,Finance,Loans,1
2914,Banking,Savings,1
2912,Banking,Account Opening,1
2947,Banking,Transfers,1
2947,Finance,Stock Market,1
2908,Banking,Savings,1
2948,Banking,Savings,1
2977,Banking,Savings,1
2976,Finance,Loans,1
2976,Finance,Forex,1
2975,Finance,Loans,1
2974,Finance,Loans,1
2974,Finance,Forex,1
2973,Finance,Loans,1
2971,Finance,Loans,1
2971,Banking,Account Opening,1
2970,Finance,Forex,1
2969,Banking,Transfers,1
2967,Finance,Forex,1
2965,Finance,Stock Market,1
2965,Finance,Loans,1
2964,Finance,Forex,1
2964,Banking,Account Opening,1
2963,Finance,Stock Market,1
2962,Finance,Loans,1
2962,Banking,Account Opening,1
2961,Finance,Forex,1
2960,Banking,Transfers,1
2959,Finance,Stock Market,1
2956,Finance,Loans,1
2953,Finance,Forex,1
2953,Banking,Savings,1
2951,Finance,Forex,1
2950,Finance,Forex,1
2949,Finance,Loans,1
2948,Banking,Transfers,1
2910,Finance,Stock Market,1
2905,Banking,Transfers,1
3145,Finance,Stock Market,1
2863,Banking,Account Opening,1
2861,Finance,Loans,1
2859,Finance,Loans,1
2858,Banking,Savings,1
2855,Finance,Loans,1
2855,Finance,Forex,1
2853,Finance,Stock Market,1
2848,Finance,Loans,1
2847,Finance,Loans,1
2846,Finance,Forex,1
2846,Banking,Savings,1
2844,Finance,Stock Market,1
2842,Finance,Stock Market,1
2842,Finance,Loans,1
2842,Banking,Account Opening,1
2840,Finance,Loans,1
2840,Finance,Forex,1
2839,Finance,Loans,1
2838,Banking,Transfers,1
2838,Banking,Savings,1
2838,Banking,Account Opening,1
2837,Finance,Forex,1
2837,Banking,Savings,1
2836,Finance,Stock Market,1
2836,Finance,Loans,1
2835,Finance,Loans,1
2833,Finance,Stock Market,1
2830,Finance,Stock Market,1
2830,Finance,Forex,1
2829,Finance,Forex,1
2862,Finance,Loans,1
2866,Finance,Loans,1
2904,Finance,Forex,1
2866,Finance,Stock Market,1
2903,Finance,Stock Market,1
2903,Finance,Forex,1
2902,Finance,Loans,1
2902,Finance,Forex,1
2902,Banking,Transfers,1
2900,Finance,Forex,1
2898,Banking,Account Opening,1
2894,Finance,Forex,1
2893,Finance,Stock Market,1
2893,Banking,Transfers,1
2892,Finance,Forex,1
2892,Banking,Transfers,1
2890,Finance,Forex,1
2888,Banking,Account Opening,1
2887,Finance,Stock Market,1
2886,Finance,Forex,1
2884,Finance,Stock Market,1
2883,Finance,Stock Market,1
2879,Finance,Loans,1
2877,Finance,Forex,1
